Target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
PCGF3	ENST00000362003.5	polycomb group ring finger 3 	503	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0065	0.0465	0.2816	-0.09	-0.12	0.71	2009, 2011
COL11A2	ENST00000374708.4	collagen, type XI, alpha 2 	19	1	1	0	0	0	0	0	0	1	hsa-miR-128-3p	0.0326	0.2047	0.7545	-0.09	-0.09	0.54	2011
RORA	ENST00000335670.6	RAR-related orphan receptor A 	102	1	0	0	1	0	0	0	0	1	hsa-miR-128-3p	0.0223	0.1511	0.7481	-0.08	-0.10	0.65	2011
C1orf21	ENST00000235307.6	chromosome 1 open reading frame 21 	935	1	1	0	0	1	0	1	0	2	hsa-miR-128-3p	0.0099	0.0690	0.4013	-0.08	-0.35	0.80	2005, 2007, 2009, 2011
SIPA1L3	ENST00000222345.6	signal-induced proliferation-associated 1 like 3 	1578	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0152	0.1076	0.6239	-0.08	-0.08	0.72	2007, 2009, 2011
GPRIN2	ENST00000374314.4	G protein regulated inducer of neurite outgrowth 2 	5	2	1	1	0	1	0	1	0	2	hsa-miR-128-3p	0.0231	0.1669	1.0644	-0.08	-0.08	0.31	NULL
LARP4	ENST00000398473.2	La ribonucleoprotein domain family, member 4 	35	1	0	0	1	0	0	0	0	1	hsa-miR-128-3p	0.0119	0.0814	0.3972	-0.08	-0.13	0.75	2009, 2011
ZC3H12D	ENST00000416573.2	zinc finger CCCH-type containing 12D 	13	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	0.0252	0.1479	0.4350	-0.08	-0.39	0.41	2011
NTN1	ENST00000173229.2	netrin 1 	12	1	0	0	1	1	0	1	0	0	hsa-miR-128-3p	0.0107	0.0766	0.4576	-0.08	-0.08	0.65	NULL
DPYSL5	ENST00000288699.6	dihydropyrimidinase-like 5 	315	1	0	1	0	0	0	0	0	2	hsa-miR-128-3p	0.0088	0.0640	0.4174	-0.08	-0.08	0.13	2011
RAB4A	ENST00000366690.4	RAB4A, member RAS oncogene family 	850	1	1	0	0	2	0	1	1	1	hsa-miR-128-3p	0.0112	0.0689	0.2533	-0.08	-0.53	0.65	NULL
ZFP36L2	ENST00000282388.3	ZFP36 ring finger protein-like 2 	317	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0072	0.0497	0.2398	-0.08	-0.14	0.78	2011
IKZF1	ENST00000331340.3	IKAROS family zinc finger 1 (Ikaros) 	11	1	1	0	0	1	1	0	0	1	hsa-miR-128-3p	0.0260	0.1597	0.6071	-0.08	-0.18	0.85	2007, 2009, 2011
TET1	ENST00000373644.4	tet methylcytosine dioxygenase 1 	5	1	0	0	1	1	0	1	0	1	hsa-miR-128-3p	0.0184	0.1329	0.8386	-0.08	-0.08	0.75	2009, 2011
SCN1A	ENST00000423058.2	sodium channel, voltage-gated, type I, alpha subunit 	21	1	0	0	1	1	0	1	0	1	hsa-miR-128-3p	0.0167	0.1207	0.7907	-0.08	-0.10	0.71	NULL
CDH5	ENST00000341529.3	cadherin 5, type 2 (vascular endothelium) 	8	1	0	0	1	0	0	0	0	2	hsa-miR-128-3p	0.0131	0.0925	0.5269	-0.08	-0.08	0.68	2007, 2009, 2011
MSI1	ENST00000257552.2	musashi RNA-binding protein 1 	287	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0051	0.0362	0.2173	-0.08	-0.08	0.51	2005, 2007
VCL	ENST00000372755.3	vinculin 	189	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0077	0.0549	0.3250	-0.08	-0.10	0.32	NULL
MYH10	ENST00000360416.3	myosin, heavy chain 10, non-muscle 	134	1	0	0	1	1	0	1	0	2	hsa-miR-128-3p	0.0189	0.1341	0.7848	-0.08	-0.09	0.59	2009, 2011
SS18L1	ENST00000331758.3	synovial sarcoma translocation gene on chromosome 18-like 1 	274	1	0	0	1	0	0	0	0	1	hsa-miR-128-3p	0.0101	0.0713	0.4047	-0.08	-0.10	0.60	2007, 2009, 2011
STK39	ENST00000355999.4	serine threonine kinase 39 	266	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0073	0.0517	0.3042	-0.08	-0.10	0.65	2005, 2007, 2009, 2011
BEND3	ENST00000369042.1	BEN domain containing 3 	13	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0139	0.0979	0.5500	-0.08	-0.21	0.65	2007, 2009, 2011
ITGA8	ENST00000378076.3	integrin, alpha 8 	7	1	0	0	1	1	0	1	0	0	hsa-miR-128-3p	0.0159	0.1133	0.6650	-0.08	-0.08	0.75	NULL
NFASC	ENST00000401399.1	neurofascin 	10	1	0	0	1	1	0	1	0	1	hsa-miR-128-3p	0.0210	0.1507	0.9223	-0.08	-0.08	0.49	2007, 2011
PVRL4	ENST00000368012.3	poliovirus receptor-related 4 	6	1	0	1	0	1	0	1	0	4	hsa-miR-128-3p	0.0165	0.1196	0.7879	-0.08	-0.08	0.32	NULL
PLAA	ENST00000397292.3	phospholipase A2-activating protein 	416	1	0	0	1	0	0	0	0	1	hsa-miR-128-3p	0.0042	0.0309	0.2059	-0.08	-0.12	0.64	2011
THRB	ENST00000396671.2	thyroid hormone receptor, beta 	55	1	0	0	1	1	0	1	0	1	hsa-miR-128-3p	0.0101	0.0711	0.4014	-0.08	-0.13	0.73	2007, 2009, 2011
ACVR2A	ENST00000241416.7	activin A receptor, type IIA 	109	2	1	1	0	0	0	0	0	1	hsa-miR-128-3p	0.0085	0.0553	0.2381	-0.08	-0.52	0.64	2007, 2009, 2011
FURIN	ENST00000268171.3	furin (paired basic amino acid cleaving enzyme) 	2306	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0051	0.0362	0.2200	-0.08	-0.08	0.29	2005, 2007, 2009, 2011
ZADH2	ENST00000322342.3	zinc binding alcohol dehydrogenase domain containing 2 	207	1	1	0	0	0	0	0	0	1	hsa-miR-128-3p	0.0121	0.0819	0.3821	-0.08	-0.11	0.90	2005, 2007, 2009, 2011
CABLES1	ENST00000256925.7	Cdk5 and Abl enzyme substrate 1 	341	1	0	1	0	0	0	0	0	1	hsa-miR-128-3p	0.0106	0.0744	0.4133	-0.08	-0.08	0.46	2009, 2011
KMT2A	ENST00000534358.1	lysine (K)-specific methyltransferase 2A 	1092	2	0	2	0	1	0	0	1	1	hsa-miR-128-3p	0.0248	0.1799	1.1743	-0.07	-0.08	0.57	2005, 2007, 2009, 2011
SLIT2	ENST00000504154.1	slit homolog 2 (Drosophila) 	579	1	0	0	1	0	0	0	0	3	hsa-miR-128-3p	0.0142	0.1022	0.6392	-0.07	-0.07	0.75	NULL
MAN2A1	ENST00000261483.4	mannosidase, alpha, class 2A, member 1 	1521	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0066	0.0476	0.3069	-0.07	-0.07	0.67	2005, 2007, 2009, 2011
ADAM19	ENST00000257527.4	ADAM metallopeptidase domain 19 	981	1	0	0	1	1	0	1	0	0	hsa-miR-128-3p	0.0171	0.1210	0.6800	-0.07	-0.07	0.74	2007, 2009, 2011
GOLGA6L10	ENST00000439287.4	Putative golgin subfamily A member 6-like protein 10  	0	1	1	0	0	0	0	0	0	1	hsa-miR-128-3p	0.0181	0.1271	0.7108	-0.07	-0.07	0.51	NULL
RP11-192H23.4	ENST00000534850.1	Uncharacterized protein  	22	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0054	0.0393	0.2668	-0.07	-0.07	< 0.1	NULL
PTPN4	ENST00000263708.2	protein tyrosine phosphatase, non-receptor type 4 (megakaryocyte) 	215	1	0	1	0	1	0	1	0	2	hsa-miR-128-3p	0.0104	0.0749	0.4750	-0.07	-0.10	0.40	2005, 2007
FAM53C	ENST00000513056.1	family with sequence similarity 53, member C 	592	1	0	1	0	1	0	0	1	1	hsa-miR-128-3p	0.0067	0.0493	0.3375	-0.07	-0.07	< 0.1	NULL
COL3A1	ENST00000304636.3	collagen, type III, alpha 1 	215	1	0	1	0	0	0	0	0	1	hsa-miR-128-3p	0.0042	0.0297	0.1633	-0.07	-0.20	0.22	NULL
PTGFRN	ENST00000393203.2	prostaglandin F2 receptor inhibitor 	591	1	0	0	1	1	0	1	0	0	hsa-miR-128-3p	0.0092	0.0668	0.4357	-0.07	-0.16	0.65	2009, 2011
STK40	ENST00000359297.2	serine/threonine kinase 40 	214	1	1	0	0	1	0	1	0	1	hsa-miR-128-3p	0.0332	0.2100	0.8256	-0.07	-0.13	0.72	2009, 2011
DGKI	ENST00000453654.2	diacylglycerol kinase, iota 	16	1	0	1	0	1	0	0	1	2	hsa-miR-128-3p	0.0132	0.0858	0.3811	-0.07	-0.24	0.85	NULL
VGLL3	ENST00000398399.2	vestigial like 3 (Drosophila) 	187	1	0	1	0	0	0	0	0	3	hsa-miR-128-3p	0.0145	0.1042	0.6600	-0.07	-0.07	0.24	2011
UBN2	ENST00000473989.3	ubinuclein 2 	238	1	0	1	0	2	0	0	2	3	hsa-miR-128-3p	0.0271	0.1884	1.0188	-0.07	-0.07	0.89	2009, 2011
ADCY6	ENST00000357869.3	adenylate cyclase 6 	6	2	0	1	1	0	0	0	0	1	hsa-miR-128-3p	0.0163	0.1160	0.6846	-0.07	-0.07	0.81	2007, 2009, 2011
ZMAT3	ENST00000311417.2	zinc finger, matrin-type 3 	459	1	0	0	1	0	0	0	0	2	hsa-miR-128-3p	0.0156	0.1069	0.5560	-0.07	-0.15	0.65	2011
PDP2	ENST00000311765.2	pyruvate dehyrogenase phosphatase catalytic subunit 2 	102	1	1	0	0	1	0	1	0	3	hsa-miR-128-3p	0.0275	0.1677	0.6703	-0.07	-0.15	0.39	2011
ZC3H12C	ENST00000278590.3	zinc finger CCCH-type containing 12C 	150	1	0	1	0	0	0	0	0	1	hsa-miR-128-3p	0.0106	0.0745	0.4037	-0.07	-0.08	0.69	2009, 2011
TMEM170B	ENST00000379426.1	transmembrane protein 170B 	489	1	0	0	1	1	0	0	1	0	hsa-miR-128-3p	0.0101	0.0708	0.3930	-0.07	-0.13	0.71	2009, 2011
TMEM194B	ENST00000409150.3	transmembrane protein 194B 	271	1	0	0	1	2	1	0	1	0	hsa-miR-128-3p	0.0074	0.0532	0.3237	-0.07	-0.21	0.67	2011
INO80D	ENST00000403263.1	INO80 complex subunit D 	5	1	1	0	0	2	1	0	1	0	hsa-miR-128-3p	0.0547	0.3593	1.6749	-0.07	-0.07	0.75	2009, 2011
SCYL3	ENST00000367771.6	SCY1-like 3 (S. cerevisiae) 	124	1	0	1	0	4	2	1	1	2	hsa-miR-128-3p	0.0165	0.1176	0.6961	-0.07	-0.45	< 0.1	NULL
SLC7A14	ENST00000231706.5	solute carrier family 7, member 14 	5	1	0	1	0	0	0	0	0	2	hsa-miR-128-3p	0.0152	0.1073	0.6252	-0.07	-0.07	0.74	2011
NRXN1	ENST00000342183.5	neurexin 1 	5	1	0	0	1	1	0	0	1	0	hsa-miR-128-3p	0.0118	0.0841	0.5096	-0.07	-0.07	0.61	2007
DENND5B	ENST00000389082.5	DENN/MADD domain containing 5B 	832	1	0	0	1	0	0	0	0	3	hsa-miR-128-3p	0.0128	0.0926	0.5974	-0.07	-0.07	0.59	NULL
TBC1D13	ENST00000372648.5	TBC1 domain family, member 13 	2204	1	0	1	0	0	0	0	0	1	hsa-miR-128-3p	0.0080	0.0575	0.3598	-0.07	-0.07	0.21	2009, 2011
SLCO3A1	ENST00000318445.6	solute carrier organic anion transporter family, member 3A1 	133	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0086	0.0615	0.3806	-0.07	-0.07	0.18	2011
HUNK	ENST00000270112.2	hormonally up-regulated Neu-associated kinase 	85	1	0	0	1	2	0	2	0	2	hsa-miR-128-3p	0.0101	0.0728	0.4538	-0.07	-0.11	0.73	2009, 2011
DIDO1	ENST00000266070.4	death inducer-obliterator 1 	1279	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	0.0186	0.1295	0.6915	-0.07	-0.07	0.13	2011
KPNA6	ENST00000373625.3	karyopherin alpha 6 (importin alpha 7) 	272	1	0	0	1	1	0	1	0	1	hsa-miR-128-3p	0.0172	0.1221	0.7197	-0.07	-0.09	0.71	2009, 2011
USP49	ENST00000394253.3	ubiquitin specific peptidase 49 	44	2	1	1	0	2	0	1	1	2	hsa-miR-128-3p	0.0124	0.0778	0.3051	-0.07	-0.30	0.93	NULL
SMG1	ENST00000446231.2	SMG1 phosphatidylinositol 3-kinase-related kinase 	339	1	0	1	0	0	0	0	0	1	hsa-miR-128-3p	0.0193	0.1385	0.8679	-0.07	-0.07	0.71	2005, 2007, 2009, 2011
PDE1B	ENST00000243052.3	phosphodiesterase 1B, calmodulin-dependent 	6	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0053	0.0387	0.2584	-0.07	-0.07	0.41	2009, 2011
STEAP3	ENST00000409811.1	STEAP family member 3, metalloreductase 	160	1	0	1	0	0	0	0	0	3	hsa-miR-128-3p	0.0142	0.1010	0.5985	-0.07	-0.07	0.21	2007, 2011
MANEAL	ENST00000397631.3	mannosidase, endo-alpha-like 	381	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0063	0.0453	0.2822	-0.07	-0.07	0.70	2007, 2009, 2011
RARA	ENST00000425707.3	retinoic acid receptor, alpha 	560	2	1	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0075	0.0533	0.3149	-0.07	-0.24	0.56	2007, 2009, 2011
ACVR1C	ENST00000243349.8	activin A receptor, type IC 	27	1	0	0	1	1	0	0	1	1	hsa-miR-128-3p	0.0167	0.1128	0.5456	-0.07	-0.10	0.70	2009, 2011
CNNM2	ENST00000369878.4	cyclin M2 	517	2	0	0	2	2	0	2	0	3	hsa-miR-128-3p	0.0202	0.1418	0.7915	-0.07	-0.15	0.85	NULL
DCBLD2	ENST00000326840.6	discoidin, CUB and LCCL domain containing 2 	798	1	0	1	0	0	0	0	0	1	hsa-miR-128-3p	0.0102	0.0725	0.4196	-0.07	-0.08	0.25	2009, 2011
SOS1	ENST00000426016.1	son of sevenless homolog 1 (Drosophila) 	189	1	0	0	1	3	0	1	2	0	hsa-miR-128-3p	0.0059	0.0428	0.2694	-0.07	-0.16	0.85	2011
PSEN1	ENST00000344094.3	presenilin 1 	1340	1	0	0	1	1	0	0	1	1	hsa-miR-128-3p	0.0082	0.0582	0.3503	-0.06	-0.10	0.51	2011
BBX	ENST00000415149.2	bobby sox homolog (Drosophila) 	141	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0052	0.0369	0.2211	-0.06	-0.12	0.56	NULL
KCNA6	ENST00000433855.1	potassium voltage-gated channel, shaker-related subfamily, member 6 	5	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0072	0.0519	0.3179	-0.06	-0.06	0.49	NULL
RIMS3	ENST00000372684.3	regulating synaptic membrane exocytosis 3 	24	1	0	1	0	2	0	1	1	0	hsa-miR-128-3p	0.0060	0.0437	0.2835	-0.06	-0.20	0.66	2005, 2007, 2011
RASA2	ENST00000286364.3	RAS p21 protein activator 2 	170	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0066	0.0478	0.3082	-0.06	-0.06	0.58	NULL
RP13-996F3.5	ENST00000559949.1	Uncharacterized protein  	0	1	1	0	0	0	0	0	0	1	hsa-miR-128-3p	0.0195	0.1374	0.7792	-0.06	-0.06	0.50	NULL
KPNA3	ENST00000261667.3	karyopherin alpha 3 (importin alpha 4) 	104	1	0	0	1	1	0	0	1	2	hsa-miR-128-3p	0.0098	0.0694	0.4060	-0.06	-0.11	0.60	2005, 2007, 2011
GAREM	ENST00000399218.4	GRB2 associated, regulator of MAPK1 	536	1	0	0	1	0	0	0	0	2	hsa-miR-128-3p	0.0081	0.0588	0.3864	-0.06	-0.09	0.60	2011
NBEAL1	ENST00000449802.1	neurobeachin-like 1 	42	1	0	0	1	1	0	0	1	1	hsa-miR-128-3p	0.0171	0.1233	0.7719	-0.06	-0.07	0.69	NULL
ZFHX4	ENST00000521891.2	zinc finger homeobox 4 	194	1	0	0	1	0	0	0	0	1	hsa-miR-128-3p	0.0143	0.1031	0.6534	-0.06	-0.06	0.68	2005, 2007, 2009, 2011
SPTY2D1	ENST00000336349.5	SPT2, Suppressor of Ty, domain containing 1 (S. cerevisiae) 	241	2	1	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0096	0.0644	0.3096	-0.06	-0.26	0.71	2007, 2009, 2011
SFMBT2	ENST00000361972.4	Scm-like with four mbt domains 2 	107	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0115	0.0837	0.5718	-0.06	-0.06	0.29	2011
MED1	ENST00000300651.6	mediator complex subunit 1 	87	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0076	0.0546	0.3462	-0.06	-0.07	0.40	2009, 2011
BRSK2	ENST00000382179.1	BR serine/threonine kinase 2 	15	1	0	0	1	1	1	0	0	0	hsa-miR-128-3p	0.0040	0.0290	0.1803	-0.06	-0.15	0.77	NULL
VWDE	ENST00000275358.3	von Willebrand factor D and EGF domains 	9	1	1	0	0	1	0	0	1	0	hsa-miR-128-3p	0.0150	0.1022	0.5261	-0.06	-0.14	< 0.1	NULL
DNAJB1	ENST00000254322.2	DnaJ (Hsp40) homolog, subfamily B, member 1 	29	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0028	0.0204	0.1239	-0.06	-0.10	0.56	NULL
DOT1L	ENST00000398665.3	DOT1-like histone H3K79 methyltransferase 	439	2	2	0	0	0	0	0	0	1	hsa-miR-128-3p	0.0296	0.2012	0.9626	-0.06	-0.06	< 0.1	2007, 2009, 2011
FAM177A1	ENST00000280987.4	family with sequence similarity 177, member A1 	765	1	0	1	0	0	0	0	0	1	hsa-miR-128-3p	0.0021	0.0151	0.0931	-0.06	-0.32	0.46	2005, 2007, 2009, 2011
ZNF638	ENST00000355812.3	zinc finger protein 638 	15	1	0	1	0	0	0	0	0	1	hsa-miR-128-3p	0.0113	0.0814	0.5034	-0.06	-0.06	< 0.1	NULL
PGAP1	ENST00000354764.4	post-GPI attachment to proteins 1 	106	1	1	0	0	2	0	2	0	2	hsa-miR-128-3p	0.0194	0.1332	0.7102	-0.06	-0.12	0.55	2007, 2009, 2011
KIAA1549	ENST00000440172.1	KIAA1549 	508	1	1	0	0	1	0	0	1	2	hsa-miR-128-3p	0.0299	0.2085	1.1568	-0.06	-0.07	0.24	2009, 2011
POU2F1	ENST00000367866.2	POU class 2 homeobox 1 	83	1	0	1	0	2	0	2	0	1	hsa-miR-128-3p	0.0175	0.1272	0.8376	-0.06	-0.06	0.37	2011
MN1	ENST00000302326.4	meningioma (disrupted in balanced translocation) 1 	15	1	0	0	1	0	0	0	0	1	hsa-miR-128-3p	0.0057	0.0406	0.2435	-0.06	-0.06	0.75	2009, 2011
N4BP1	ENST00000262384.3	NEDD4 binding protein 1 	105	1	0	0	1	1	0	1	0	0	hsa-miR-128-3p	0.0068	0.0492	0.3185	-0.06	-0.08	0.74	2009, 2011
PDK3	ENST00000441463.2	pyruvate dehydrogenase kinase, isozyme 3 	659	1	0	1	0	3	0	3	0	4	hsa-miR-128-3p	0.0105	0.0761	0.4985	-0.06	-0.24	0.11	NULL
MICALCL	ENST00000256186.2	MICAL C-terminal like 	62	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0050	0.0352	0.1990	-0.06	-0.08	0.62	NULL
NAIF1	ENST00000373078.4	nuclear apoptosis inducing factor 1 	19	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0057	0.0407	0.2445	-0.06	-0.09	0.40	2009, 2011
NMRK1	ENST00000376811.1	nicotinamide riboside kinase 1 	178	1	1	0	0	0	0	0	0	1	hsa-miR-128-3p	0.0019	0.0140	0.0939	-0.06	-0.37	< 0.1	NULL
SLK	ENST00000335753.4	STE20-like kinase 	260	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0086	0.0609	0.3511	-0.06	-0.08	0.12	NULL
SCAI	ENST00000336505.6	suppressor of cancer cell invasion 	74	1	1	0	0	1	0	1	0	2	hsa-miR-128-3p	0.0164	0.1114	0.5927	-0.05	-0.23	0.90	2011
APBA2	ENST00000558402.1	amyloid beta (A4) precursor protein-binding, family A, member 2 	388	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	0.0069	0.0405	0.1228	-0.05	-0.36	0.91	2005, 2007, 2009, 2011
SLC5A3	ENST00000608209.1	sodium/myo-inositol cotransporter  	24	1	1	0	0	0	0	0	0	6	hsa-miR-128-3p	0.0129	0.0899	0.5171	-0.05	-0.24	0.90	2011
TMEM178B	ENST00000565468.1	transmembrane protein 178B 	129	1	0	1	0	1	0	1	0	1	hsa-miR-128-3p	0.0213	0.1543	0.9934	-0.05	-0.05	0.33	2011
MAFG	ENST00000357736.4	v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog G 	5	1	0	1	0	1	0	0	1	1	hsa-miR-128-3p	0.0054	0.0393	0.2703	-0.05	-0.05	0.18	2011
BMP3	ENST00000282701.2	bone morphogenetic protein 3 	36	1	0	0	1	2	0	2	0	0	hsa-miR-128-3p	0.0063	0.0457	0.2936	-0.05	-0.27	0.66	2009, 2011
NACC2	ENST00000371753.1	NACC family member 2, BEN and BTB (POZ) domain containing 	172	1	0	0	1	2	0	2	0	1	hsa-miR-128-3p	0.0110	0.0787	0.4858	-0.05	-0.08	0.67	2011
SLC25A16	ENST00000609923.1	solute carrier family 25 (mitochondrial carrier; Graves disease autoantigen), member 16 	206	1	0	0	1	0	0	0	0	1	hsa-miR-128-3p	0.0035	0.0249	0.1376	-0.05	-0.15	0.65	NULL
MEIS2	ENST00000397624.3	Meis homeobox 2 	63	1	0	0	1	0	0	0	0	1	hsa-miR-128-3p	0.0063	0.0457	0.3013	-0.05	-0.06	0.67	2005, 2007, 2009, 2011
C7orf41	ENST00000324453.8	chromosome 7 open reading frame 41 	235	1	0	0	1	2	0	2	0	1	hsa-miR-128-3p	0.0082	0.0581	0.3362	-0.05	-0.23	0.66	2007, 2009, 2011
TACC1	ENST00000330691.6	transforming, acidic coiled-coil containing protein 1 	186	1	0	1	0	2	0	2	0	0	hsa-miR-128-3p	0.0092	0.0656	0.3925	-0.05	-0.14	0.13	2009, 2011
CSE1L	ENST00000262982.2	CSE1 chromosome segregation 1-like (yeast) 	96	1	0	1	0	3	0	3	0	1	hsa-miR-128-3p	0.0032	0.0230	0.1414	-0.05	-0.23	0.24	NULL
PTBP2	ENST00000609116.1	polypyrimidine tract binding protein 2 	70	1	0	1	0	0	0	0	0	1	hsa-miR-128-3p	0.0108	0.0780	0.4920	-0.05	-0.12	0.21	NULL
NSD1	ENST00000439151.2	nuclear receptor binding SET domain protein 1 	685	1	0	0	1	1	0	1	0	0	hsa-miR-128-3p	0.0123	0.0879	0.5300	-0.05	-0.18	0.78	2011
KIF3A	ENST00000378746.4	kinesin family member 3A 	33	1	0	0	1	0	0	0	0	3	hsa-miR-128-3p	0.0148	0.1056	0.6392	-0.05	-0.05	0.54	NULL
SRCIN1	ENST00000264659.7	SRC kinase signaling inhibitor 1 	5	1	0	1	0	2	0	1	1	0	hsa-miR-128-3p	0.0149	0.1062	0.6422	-0.05	-0.05	0.22	2011
PHC2	ENST00000431992.1	polyhomeotic homolog 2 (Drosophila) 	11	1	1	0	0	0	0	0	0	2	hsa-miR-128-3p	0.0204	0.1359	0.5989	-0.05	-0.05	< 0.1	2009, 2011
SCD	ENST00000370355.2	stearoyl-CoA desaturase (delta-9-desaturase) 	9726	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0127	0.0906	0.5346	-0.05	-0.05	0.13	2011
SEMA6D	ENST00000355997.3	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D 	179	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	0.0308	0.1928	0.7072	-0.05	-0.06	0.65	2005, 2007, 2009, 2011
EPHB2	ENST00000374632.3	EPH receptor B2 	297	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	0.0118	0.0754	0.3263	-0.05	-0.21	0.82	2005, 2007, 2009, 2011
PHLPP2	ENST00000568954.1	PH domain and leucine rich repeat protein phosphatase 2 	172	1	0	0	1	2	0	0	2	0	hsa-miR-128-3p	0.0192	0.1380	0.8532	-0.05	-0.05	0.54	2007, 2009, 2011
ADCY3	ENST00000260600.5	adenylate cyclase 3 	479	1	1	0	0	0	0	0	0	1	hsa-miR-128-3p	0.0223	0.1459	0.5922	-0.05	-0.05	0.50	2005, 2007, 2009, 2011
MED13L	ENST00000281928.3	mediator complex subunit 13-like 	73	1	1	0	0	1	1	0	0	0	hsa-miR-128-3p	0.0082	0.0596	0.3813	-0.05	-0.06	< 0.1	2005, 2007
PRDM16	ENST00000511072.1	PR domain containing 16 	64	1	0	0	1	2	0	2	0	3	hsa-miR-128-3p	0.0105	0.0753	0.4730	-0.05	-0.09	0.79	2009, 2011
TNRC6B	ENST00000335727.9	trinucleotide repeat containing 6B 	69	1	1	0	0	1	1	0	0	1	hsa-miR-128-3p	0.0341	0.2334	1.2079	-0.05	-0.06	< 0.1	2009, 2011
SLIT1	ENST00000371070.4	slit homolog 1 (Drosophila) 	15	1	0	1	0	2	0	0	2	0	hsa-miR-128-3p	0.0132	0.0954	0.6222	-0.05	-0.07	0.12	NULL
ATXN3	ENST00000545170.1	ataxin 3 	115	1	0	1	0	1	0	0	1	0	hsa-miR-128-3p	0.0053	0.0381	0.2380	-0.05	-0.08	0.24	NULL
THAP2	ENST00000308086.2	THAP domain containing, apoptosis associated protein 2 	109	1	1	0	0	0	0	0	0	1	hsa-miR-128-3p	0.0029	0.0204	0.1232	-0.05	-0.24	0.22	2009, 2011
C16orf70	ENST00000219139.3	chromosome 16 open reading frame 70 	485	1	0	1	0	0	0	0	0	2	hsa-miR-128-3p	0.0037	0.0273	0.1925	-0.05	-0.05	0.14	2007
ARFGEF1	ENST00000262215.3	ADP-ribosylation factor guanine nucleotide-exchange factor 1 (brefeldin A-inhibited) 	70	1	0	0	1	1	1	0	0	0	hsa-miR-128-3p	0.0086	0.0594	0.3212	-0.05	-0.17	0.78	2007, 2009, 2011
NFAT5	ENST00000354436.2	nuclear factor of activated T-cells 5, tonicity-responsive 	128	1	0	0	1	1	0	1	0	5	hsa-miR-128-3p	0.0125	0.0909	0.5902	-0.05	-0.10	0.50	2009, 2011
HIPK3	ENST00000303296.4	homeodomain interacting protein kinase 3 	933	1	0	1	0	0	0	0	0	1	hsa-miR-128-3p	0.0072	0.0519	0.3395	-0.04	-0.05	0.57	NULL
CCDC88A	ENST00000336838.6	coiled-coil domain containing 88A 	141	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0054	0.0379	0.2069	-0.04	-0.10	0.25	2005, 2007, 2009, 2011
ZNF395	ENST00000344423.5	zinc finger protein 395 	1044	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0035	0.0252	0.1725	-0.04	-0.04	0.51	NULL
DLG2	ENST00000398309.2	discs, large homolog 2 (Drosophila) 	15	1	0	1	0	0	0	0	0	1	hsa-miR-128-3p	0.0087	0.0635	0.4317	-0.04	-0.04	0.17	2007, 2009, 2011
