Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
RBL1	ENST00000373664.3	retinoblastoma-like 1 (p107) 	88	1	0	0	1	0	hsa-miR-1292-5p				-0.03	-0.04	N/A
AKAP2	ENST00000374525.1	A kinase (PRKA) anchor protein 2 	1287	1	1	0	0	0	hsa-miR-1292-5p				-0.03	-0.03	N/A
PALM2-AKAP2	ENST00000374530.3	PALM2-AKAP2 readthrough 	1287	1	1	0	0	0	hsa-miR-1292-5p				-0.03	-0.03	N/A
SLC7A11	ENST00000280612.5	solute carrier family 7 (anionic amino acid transporter light chain, xc- system), member 11 	61	2	0	0	2	1	hsa-miR-1292-5p				-0.03	-0.12	N/A
RHOH	ENST00000381799.5	ras homolog family member H 	16	1	0	0	1	2	hsa-miR-1292-5p				-0.03	-0.09	N/A
ACPL2	ENST00000286353.4	acid phosphatase-like 2 	72	1	0	0	1	0	hsa-miR-1292-5p				-0.03	-0.03	N/A
STARD5	ENST00000302824.6	StAR-related lipid transfer (START) domain containing 5 	28	1	0	0	1	0	hsa-miR-1292-5p				-0.03	-0.12	N/A
SEMA5A	ENST00000382496.5	sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A 	98	2	0	1	1	2	hsa-miR-1292-5p				-0.03	-0.03	N/A
LARP4	ENST00000398473.2	La ribonucleoprotein domain family, member 4 	35	1	0	0	1	0	hsa-miR-1292-5p				-0.03	-0.13	N/A
CD248	ENST00000311330.3	CD248 molecule, endosialin 	439	2	0	1	1	1	hsa-miR-1292-5p				-0.03	-0.17	N/A
C12orf52	ENST00000548278.1	chromosome 12 open reading frame 52 	1319	1	0	1	0	1	hsa-miR-1292-5p				-0.03	-0.27	N/A
ZNF280D	ENST00000558320.1	zinc finger protein 280D 	173	1	0	0	1	1	hsa-miR-1292-5p				-0.03	-0.11	N/A
NEURL	ENST00000369780.4	neuralized homolog (Drosophila) 	164	2	0	1	1	1	hsa-miR-1292-5p				-0.03	-0.28	N/A
PAPPA	ENST00000328252.3	pregnancy-associated plasma protein A, pappalysin 1 	350	1	0	0	1	1	hsa-miR-1292-5p				-0.03	-0.03	N/A
LRRC28	ENST00000301981.3	leucine rich repeat containing 28 	194	1	0	0	1	0	hsa-miR-1292-5p				-0.03	-0.11	N/A
OMA1	ENST00000371226.3	OMA1 zinc metallopeptidase 	12	1	0	0	1	0	hsa-miR-1292-5p				-0.03	-0.08	N/A
TPRG1	ENST00000345063.3	tumor protein p63 regulated 1 	24	1	0	0	1	1	hsa-miR-1292-5p				-0.03	-0.14	N/A
DNAJB13	ENST00000339764.1	DnaJ (Hsp40) homolog, subfamily B, member 13 	7	1	0	0	1	1	hsa-miR-1292-5p				-0.03	-0.13	N/A
PANK3	ENST00000239231.6	pantothenate kinase 3 	522	2	0	1	1	0	hsa-miR-1292-5p				-0.03	-0.08	N/A
SLX4IP	ENST00000334534.5	SLX4 interacting protein 	0	1	0	0	1	0	hsa-miR-1292-5p				-0.03	-0.03	N/A
CISD1	ENST00000333926.5	CDGSH iron sulfur domain 1 	367	1	0	0	1	0	hsa-miR-1292-5p				-0.03	-0.17	N/A
MTA3	ENST00000405592.1	metastasis associated 1 family, member 3 	194	1	0	0	1	1	hsa-miR-1292-5p				-0.03	-0.03	N/A
NSMF	ENST00000339554.3	NMDA receptor synaptonuclear signaling and neuronal migration factor 	507	2	0	1	1	2	hsa-miR-1292-5p				-0.03	-0.06	N/A
DTWD1	ENST00000251250.6	DTW domain containing 1 	936	1	0	0	1	0	hsa-miR-1292-5p				-0.03	-0.18	N/A
NKD1	ENST00000268459.3	naked cuticle homolog 1 (Drosophila) 	26	1	0	0	1	1	hsa-miR-1292-5p				-0.03	-0.06	N/A
SMAD3	ENST00000327367.4	SMAD family member 3 	1140	1	0	0	1	2	hsa-miR-1292-5p				-0.03	-0.04	N/A
DGKD	ENST00000264057.2	diacylglycerol kinase, delta 130kDa 	200	1	0	0	1	0	hsa-miR-1292-5p				-0.03	-0.03	N/A
PTGER3	ENST00000370924.4	prostaglandin E receptor 3 (subtype EP3) 	14	1	0	0	1	1	hsa-miR-1292-5p				-0.03	-0.16	N/A
MGAT3	ENST00000341184.6	mannosyl (beta-1,4-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase 	9	1	0	0	1	0	hsa-miR-1292-5p				-0.03	-0.03	N/A
TRPM7	ENST00000560955.1	transient receptor potential cation channel, subfamily M, member 7 	281	1	0	0	1	0	hsa-miR-1292-5p				-0.03	-0.03	N/A
MET	ENST00000397752.3	met proto-oncogene 	1155	1	0	0	1	0	hsa-miR-1292-5p				-0.03	-0.03	N/A
PVRL1	ENST00000264025.3	poliovirus receptor-related 1 (herpesvirus entry mediator C) 	50	1	0	0	1	1	hsa-miR-1292-5p				-0.03	-0.03	N/A
GOLGA7B	ENST00000370602.1	golgin A7 family, member B 	5	1	0	0	1	1	hsa-miR-1292-5p				-0.03	-0.04	N/A
TBC1D30	ENST00000542120.1	TBC1 domain family, member 30 	153	1	0	1	0	1	hsa-miR-1292-5p				-0.03	-0.22	N/A
MRPL18	ENST00000367034.4	mitochondrial ribosomal protein L18 	127	1	0	0	1	0	hsa-miR-1292-5p				-0.03	-0.16	N/A
MAGI3	ENST00000307546.9	membrane associated guanylate kinase, WW and PDZ domain containing 3 	70	1	0	0	1	1	hsa-miR-1292-5p				-0.03	-0.09	N/A
GMPPB	ENST00000480687.1	GDP-mannose pyrophosphorylase B 	425	1	0	0	1	0	hsa-miR-1292-5p				-0.03	-0.12	N/A
LDLRAD4	ENST00000399848.3	low density lipoprotein receptor class A domain containing 4 	314	1	0	0	1	3	hsa-miR-1292-5p				-0.03	-0.07	N/A
TIGD2	ENST00000317005.2	tigger transposable element derived 2 	132	1	0	0	1	1	hsa-miR-1292-5p				-0.03	-0.16	N/A
GLG1	ENST00000422840.2	golgi glycoprotein 1 	2175	2	0	1	1	1	hsa-miR-1292-5p				-0.03	-0.07	N/A
HS2ST1	ENST00000370550.5	heparan sulfate 2-O-sulfotransferase 1 	787	1	0	0	1	0	hsa-miR-1292-5p				-0.03	-0.06	N/A
PAX7	ENST00000420770.2	paired box 7 	7	1	0	0	1	0	hsa-miR-1292-5p				-0.03	-0.03	N/A
PPP1R9A	ENST00000289495.5	protein phosphatase 1, regulatory subunit 9A 	46	1	0	0	1	0	hsa-miR-1292-5p				-0.03	-0.03	N/A
ESF1	ENST00000202816.1	ESF1, nucleolar pre-rRNA processing protein, homolog (S. cerevisiae) 	180	2	1	0	1	0	hsa-miR-1292-5p				-0.03	-0.33	N/A
SENP8	ENST00000544411.1	SUMO/sentrin specific peptidase family member 8 	80	1	0	1	0	0	hsa-miR-1292-5p				-0.03	-0.21	N/A
C19orf52	ENST00000270502.6	chromosome 19 open reading frame 52 	792	1	0	1	0	0	hsa-miR-1292-5p				-0.03	-0.23	N/A
ZNF691	ENST00000372508.3	zinc finger protein 691 	115	1	0	0	1	0	hsa-miR-1292-5p				-0.03	-0.21	N/A
SPEM1	ENST00000323675.3	spermatid maturation 1 	7	1	0	0	1	1	hsa-miR-1292-5p				-0.03	-0.08	N/A
AAK1	ENST00000409085.4	AP2 associated kinase 1 	27	2	0	0	2	2	hsa-miR-1292-5p				-0.03	-0.07	N/A
NIPSNAP3B	ENST00000374762.3	nipsnap homolog 3B (C. elegans) 	26	1	0	0	1	1	hsa-miR-1292-5p				-0.03	-0.09	N/A
RGS5	ENST00000313961.5	regulator of G-protein signaling 5 	56	1	0	1	0	0	hsa-miR-1292-5p				-0.03	-0.20	N/A
CSNK1D	ENST00000392334.2	casein kinase 1, delta 	1799	1	0	0	1	2	hsa-miR-1292-5p				-0.03	-0.12	N/A
MAP9	ENST00000311277.4	microtubule-associated protein 9 	45	1	0	0	1	0	hsa-miR-1292-5p				-0.02	-0.13	N/A
RPL18A	ENST00000600147.1	ribosomal protein L18a 	101	1	0	0	1	1	hsa-miR-1292-5p				-0.02	-0.16	N/A
SV2B	ENST00000394232.1	synaptic vesicle glycoprotein 2B 	7	1	0	1	0	0	hsa-miR-1292-5p				-0.02	-0.03	N/A
STRN3	ENST00000355683.5	striatin, calmodulin binding protein 3 	697	1	0	0	1	1	hsa-miR-1292-5p				-0.02	-0.14	N/A
NKX6-2	ENST00000368592.5	NK6 homeobox 2 	17	1	0	1	0	2	hsa-miR-1292-5p				-0.02	-0.12	N/A
GNAL	ENST00000334049.6	guanine nucleotide binding protein (G protein), alpha activating activity polypeptide, olfactory type 	99	1	0	0	1	4	hsa-miR-1292-5p				-0.02	-0.04	N/A
ARNTL2	ENST00000546179.1	aryl hydrocarbon receptor nuclear translocator-like 2 	283	1	0	0	1	1	hsa-miR-1292-5p				-0.02	-0.14	N/A
B3GALTL	ENST00000343307.4	beta 1,3-galactosyltransferase-like 	200	1	0	0	1	0	hsa-miR-1292-5p				-0.02	-0.04	N/A
ARSG	ENST00000448504.2	arylsulfatase G 	73	1	0	0	1	1	hsa-miR-1292-5p				-0.02	-0.10	N/A
SENP5	ENST00000323460.5	SUMO1/sentrin specific peptidase 5 	125	1	0	0	1	1	hsa-miR-1292-5p				-0.02	-0.03	N/A
VWA5A	ENST00000456829.2	von Willebrand factor A domain containing 5A 	35	1	0	0	1	0	hsa-miR-1292-5p				-0.02	-0.18	N/A
GPR173	ENST00000332582.4	G protein-coupled receptor 173 	99	1	0	0	1	0	hsa-miR-1292-5p				-0.02	-0.02	N/A
ENTPD7	ENST00000370489.4	ectonucleoside triphosphate diphosphohydrolase 7 	136	1	0	0	1	1	hsa-miR-1292-5p				-0.02	-0.05	N/A
FZD4	ENST00000531380.1	frizzled family receptor 4 	5	1	0	0	1	1	hsa-miR-1292-5p				-0.02	-0.02	N/A
RAD54L2	ENST00000409535.2	RAD54-like 2 (S. cerevisiae) 	215	1	0	1	0	0	hsa-miR-1292-5p				-0.02	-0.02	N/A
EHD1	ENST00000320631.3	EH-domain containing 1 	335	1	0	0	1	1	hsa-miR-1292-5p				-0.02	-0.20	N/A
KCNK5	ENST00000359534.3	potassium channel, subfamily K, member 5 	143	1	0	0	1	4	hsa-miR-1292-5p				-0.02	-0.09	N/A
NCAM2	ENST00000400546.1	neural cell adhesion molecule 2 	64	1	0	0	1	0	hsa-miR-1292-5p				-0.02	-0.10	N/A
MTAP	ENST00000380172.4	methylthioadenosine phosphorylase 	1575	1	0	0	1	0	hsa-miR-1292-5p				-0.02	-0.13	N/A
HOOK3	ENST00000307602.4	hook microtubule-tethering protein 3 	403	2	0	0	2	1	hsa-miR-1292-5p				-0.02	-0.10	N/A
IRF6	ENST00000367021.3	interferon regulatory factor 6 	28	1	0	0	1	0	hsa-miR-1292-5p				-0.02	-0.12	N/A
ARL10	ENST00000310389.5	ADP-ribosylation factor-like 10 	236	1	0	0	1	1	hsa-miR-1292-5p				-0.02	-0.03	N/A
LPHN1	ENST00000340736.6	latrophilin 1 	49	1	0	0	1	0	hsa-miR-1292-5p				-0.02	-0.02	N/A
ATXN1L	ENST00000427980.2	ataxin 1-like 	12	1	0	0	1	1	hsa-miR-1292-5p				-0.02	-0.02	N/A
EFR3B	ENST00000403714.3	EFR3 homolog B (S. cerevisiae) 	14	1	0	0	1	1	hsa-miR-1292-5p				-0.02	-0.04	N/A
TYRO3	ENST00000263798.3	TYRO3 protein tyrosine kinase 	70	1	0	0	1	0	hsa-miR-1292-5p				-0.02	-0.04	N/A
CYP27B1	ENST00000228606.4	cytochrome P450, family 27, subfamily B, polypeptide 1 	11	1	0	0	1	1	hsa-miR-1292-5p				-0.02	-0.09	N/A
LZIC	ENST00000377223.1	leucine zipper and CTNNBIP1 domain containing 	508	1	0	0	1	0	hsa-miR-1292-5p				-0.02	-0.16	N/A
DUSP4	ENST00000240100.2	dual specificity phosphatase 4 	245	1	0	0	1	0	hsa-miR-1292-5p				-0.02	-0.05	N/A
VWDE	ENST00000275358.3	von Willebrand factor D and EGF domains 	9	1	0	0	1	0	hsa-miR-1292-5p				-0.02	-0.05	N/A
JAM3	ENST00000299106.4	junctional adhesion molecule 3 	85	1	0	0	1	1	hsa-miR-1292-5p				-0.02	-0.07	N/A
TNRC6C	ENST00000335749.4	trinucleotide repeat containing 6C 	248	1	0	1	0	2	hsa-miR-1292-5p				-0.02	-0.09	N/A
SLC25A45	ENST00000527174.1	solute carrier family 25, member 45 	67	2	0	0	2	0	hsa-miR-1292-5p				-0.02	-0.02	N/A
NIPA1	ENST00000337435.4	non imprinted in Prader-Willi/Angelman syndrome 1 	805	2	0	0	2	1	hsa-miR-1292-5p				-0.02	-0.13	N/A
STX1B	ENST00000215095.5	syntaxin 1B 	26	1	0	0	1	0	hsa-miR-1292-5p				-0.02	-0.12	N/A
PDGFA	ENST00000354513.5	platelet-derived growth factor alpha polypeptide 	25	1	0	0	1	1	hsa-miR-1292-5p				-0.02	-0.12	N/A
IL20RA	ENST00000316649.5	interleukin 20 receptor, alpha 	40	1	0	0	1	0	hsa-miR-1292-5p				-0.02	-0.19	N/A
ZBTB12	ENST00000375527.2	zinc finger and BTB domain containing 12 	18	1	0	0	1	0	hsa-miR-1292-5p				-0.02	-0.18	N/A
BRAP	ENST00000419234.4	BRCA1 associated protein 	102	1	0	0	1	0	hsa-miR-1292-5p				-0.02	-0.07	N/A
AKT3	ENST00000366539.1	v-akt murine thymoma viral oncogene homolog 3 	168	1	0	0	1	0	hsa-miR-1292-5p				-0.02	-0.02	N/A
LGI2	ENST00000382114.4	leucine-rich repeat LGI family, member 2 	32	1	0	0	1	0	hsa-miR-1292-5p				-0.02	-0.08	N/A
TENM4	ENST00000278550.7	teneurin transmembrane protein 4 	34	2	0	0	2	1	hsa-miR-1292-5p				-0.02	-0.11	N/A
CBX8	ENST00000269385.4	chromobox homolog 8 	474	1	0	1	0	0	hsa-miR-1292-5p				-0.02	-0.18	N/A
DAB1	ENST00000371236.2	Dab, reelin signal transducer, homolog 1 (Drosophila) 	490	1	0	0	1	0	hsa-miR-1292-5p				-0.02	-0.03	N/A
H2AFJ	ENST00000544848.1	H2A histone family, member J 	482	1	0	1	0	0	hsa-miR-1292-5p				-0.02	-0.26	N/A
DAB2IP	ENST00000408936.3	DAB2 interacting protein 	1787	1	0	0	1	1	hsa-miR-1292-5p				-0.02	-0.02	N/A
CLMN	ENST00000298912.4	calmin (calponin-like, transmembrane) 	53	1	0	1	0	2	hsa-miR-1292-5p				-0.02	-0.13	N/A
FARP1	ENST00000595437.1	FERM, RhoGEF (ARHGEF) and pleckstrin domain protein 1 (chondrocyte-derived) 	530	1	0	0	1	0	hsa-miR-1292-5p				-0.02	-0.16	N/A
EFHC1	ENST00000371068.5	EF-hand domain (C-terminal) containing 1 	61	1	0	0	1	0	hsa-miR-1292-5p				-0.02	-0.12	N/A
PAX9	ENST00000361487.6	paired box 9 	53	1	0	0	1	0	hsa-miR-1292-5p				-0.02	-0.08	N/A
RSU1	ENST00000377921.3	Ras suppressor protein 1 	10596	1	1	0	0	0	hsa-miR-1292-5p				-0.02	-0.34	N/A
RALY	ENST00000375114.3	RALY heterogeneous nuclear ribonucleoprotein 	1489	1	0	0	1	0	hsa-miR-1292-5p				-0.02	-0.15	N/A
VPS13B	ENST00000395996.1	vacuolar protein sorting 13 homolog B (yeast) 	262	1	0	0	1	0	hsa-miR-1292-5p				-0.02	-0.02	N/A
PIAS4	ENST00000262971.2	protein inhibitor of activated STAT, 4 	521	1	0	1	0	0	hsa-miR-1292-5p				-0.02	-0.02	N/A
SSTR3	ENST00000328544.3	somatostatin receptor 3 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.02	-0.02	N/A
ABCG8	ENST00000272286.2	ATP-binding cassette, sub-family G (WHITE), member 8 	197	1	0	0	1	0	hsa-miR-1292-5p				-0.02	-0.11	N/A
MAPKBP1	ENST00000457542.2	mitogen-activated protein kinase binding protein 1 	36	1	0	0	1	0	hsa-miR-1292-5p				-0.02	-0.02	N/A
PLEKHM1	ENST00000430334.3	pleckstrin homology domain containing, family M (with RUN domain) member 1 	90	1	0	1	0	1	hsa-miR-1292-5p				-0.02	-0.02	N/A
ZCCHC14	ENST00000268616.4	zinc finger, CCHC domain containing 14 	64	1	0	0	1	0	hsa-miR-1292-5p				-0.02	-0.02	N/A
ITGA3	ENST00000007722.7	integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor) 	197	2	0	0	2	2	hsa-miR-1292-5p				-0.02	-0.15	N/A
PPIL6	ENST00000521072.2	peptidylprolyl isomerase (cyclophilin)-like 6 	58	3	0	0	3	0	hsa-miR-1292-5p				-0.02	-0.16	N/A
UBE2S	ENST00000264552.9	ubiquitin-conjugating enzyme E2S 	106	1	0	0	1	0	hsa-miR-1292-5p				-0.02	-0.15	N/A
DGKI	ENST00000453654.2	diacylglycerol kinase, iota 	16	1	1	0	0	0	hsa-miR-1292-5p				-0.02	-0.06	N/A
CPSF2	ENST00000298875.4	cleavage and polyadenylation specific factor 2, 100kDa 	945	1	0	0	1	0	hsa-miR-1292-5p				-0.02	-0.07	N/A
PVR	ENST00000425690.3	poliovirus receptor 	761	1	0	0	1	0	hsa-miR-1292-5p				-0.02	-0.07	N/A
GPBP1	ENST00000424459.3	GC-rich promoter binding protein 1 	732	1	0	0	1	1	hsa-miR-1292-5p				-0.02	-0.10	N/A
ASXL2	ENST00000435504.4	additional sex combs like 2 (Drosophila) 	139	3	0	0	3	1	hsa-miR-1292-5p				-0.02	-0.04	N/A
ANKRD9	ENST00000559651.1	ankyrin repeat domain 9 	766	2	0	0	2	0	hsa-miR-1292-5p				-0.02	-0.16	N/A
TOMM22	ENST00000216034.4	translocase of outer mitochondrial membrane 22 homolog (yeast) 	737	1	0	0	1	0	hsa-miR-1292-5p				-0.02	-0.16	N/A
WIZ	ENST00000389282.4	widely interspaced zinc finger motifs 	1321	1	0	0	1	1	hsa-miR-1292-5p				-0.02	-0.03	N/A
DUSP2	ENST00000288943.4	dual specificity phosphatase 2 	41	1	0	0	1	0	hsa-miR-1292-5p				-0.02	-0.05	N/A
SNX8	ENST00000222990.3	sorting nexin 8 	303	1	0	1	0	1	hsa-miR-1292-5p				-0.02	-0.02	N/A
SPOCK2	ENST00000373109.2	sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 2 	31	1	0	0	1	1	hsa-miR-1292-5p				-0.02	-0.12	N/A
DEF6	ENST00000316637.5	differentially expressed in FDCP 6 homolog (mouse) 	35	1	0	0	1	0	hsa-miR-1292-5p				-0.02	-0.14	N/A
CYLD	ENST00000540145.1	cylindromatosis (turban tumor syndrome) 	696	1	0	1	0	0	hsa-miR-1292-5p				-0.02	-0.08	N/A
PRDM16	ENST00000511072.1	PR domain containing 16 	64	1	0	0	1	0	hsa-miR-1292-5p				-0.02	-0.04	N/A
MLTK	ENST00000375213.3	Mitogen-activated protein kinase kinase kinase MLT  	734	1	0	0	1	0	hsa-miR-1292-5p				-0.02	-0.21	N/A
NHSL2	ENST00000540800.1	NHS-like 2 	5	1	0	0	1	1	hsa-miR-1292-5p				-0.02	-0.02	N/A
BACH2	ENST00000257749.4	BTB and CNC homology 1, basic leucine zipper transcription factor 2 	74	1	0	0	1	0	hsa-miR-1292-5p				-0.02	-0.02	N/A
NPFFR1	ENST00000277942.6	neuropeptide FF receptor 1 	5	1	0	0	1	1	hsa-miR-1292-5p				-0.02	-0.02	N/A
PPP1R12B	ENST00000608999.1	protein phosphatase 1, regulatory subunit 12B 	18	2	0	0	2	4	hsa-miR-1292-5p				-0.02	-0.04	N/A
MNAT1	ENST00000261245.4	MNAT CDK-activating kinase assembly factor 1 	191	1	0	0	1	2	hsa-miR-1292-5p				-0.02	-0.25	N/A
WNT2B	ENST00000369686.5	wingless-type MMTV integration site family, member 2B 	5	1	0	0	1	2	hsa-miR-1292-5p				-0.02	-0.02	N/A
GANAB	ENST00000346178.4	glucosidase, alpha; neutral AB 	539	1	0	0	1	0	hsa-miR-1292-5p				-0.02	-0.10	N/A
IGF2R	ENST00000356956.1	insulin-like growth factor 2 receptor 	46	1	0	1	0	2	hsa-miR-1292-5p				-0.02	-0.02	N/A
ZNF347	ENST00000334197.7	zinc finger protein 347 	33	1	0	0	1	0	hsa-miR-1292-5p				-0.02	-0.08	N/A
AP1S3	ENST00000396654.2	adaptor-related protein complex 1, sigma 3 subunit 	130	1	0	0	1	0	hsa-miR-1292-5p				-0.02	-0.06	N/A
KCTD16	ENST00000507359.3	potassium channel tetramerization domain containing 16 	36	2	0	1	1	0	hsa-miR-1292-5p				-0.02	-0.10	N/A
POLR3D	ENST00000397802.4	polymerase (RNA) III (DNA directed) polypeptide D, 44kDa 	678	1	1	0	0	2	hsa-miR-1292-5p				-0.02	-0.34	N/A
RRP36	ENST00000244496.5	ribosomal RNA processing 36 homolog (S. cerevisiae) 	748	1	0	0	1	0	hsa-miR-1292-5p				-0.02	-0.02	N/A
MPPE1	ENST00000588072.1	metallophosphoesterase 1 	1134	1	0	0	1	2	hsa-miR-1292-5p				-0.02	-0.17	N/A
TBL1XR1	ENST00000430069.1	transducin (beta)-like 1 X-linked receptor 1 	334	1	0	0	1	1	hsa-miR-1292-5p				-0.02	-0.08	N/A
NANOS1	ENST00000425699.1	nanos homolog 1 (Drosophila) 	158	1	0	0	1	0	hsa-miR-1292-5p				-0.02	-0.10	N/A
ADCY9	ENST00000294016.3	adenylate cyclase 9 	166	1	0	0	1	0	hsa-miR-1292-5p				-0.02	-0.02	N/A
ZNF695	ENST00000487338.2	zinc finger protein 695 	123	1	0	0	1	0	hsa-miR-1292-5p				-0.02	-0.14	N/A
ST7L	ENST00000360743.4	suppression of tumorigenicity 7 like 	45	1	0	0	1	0	hsa-miR-1292-5p				-0.02	-0.09	N/A
HABP2	ENST00000542051.1	hyaluronan binding protein 2 	34	1	0	0	1	0	hsa-miR-1292-5p				-0.02	-0.12	N/A
PTCD2	ENST00000380639.5	pentatricopeptide repeat domain 2 	377	1	0	0	1	0	hsa-miR-1292-5p				-0.02	-0.09	N/A
FBRSL1	ENST00000434748.2	fibrosin-like 1 	778	1	0	0	1	1	hsa-miR-1292-5p				-0.02	-0.20	N/A
SLC24A4	ENST00000393265.2	solute carrier family 24 (sodium/potassium/calcium exchanger), member 4 	5	1	0	0	1	3	hsa-miR-1292-5p				-0.02	-0.09	N/A
NFAM1	ENST00000329021.5	NFAT activating protein with ITAM motif 1 	7	1	0	0	1	1	hsa-miR-1292-5p				-0.02	-0.02	N/A
CA12	ENST00000178638.3	carbonic anhydrase XII 	42	2	0	0	2	2	hsa-miR-1292-5p				-0.02	-0.15	N/A
TNFRSF13C	ENST00000291232.3	tumor necrosis factor receptor superfamily, member 13C 	36	1	0	0	1	3	hsa-miR-1292-5p				-0.02	-0.07	N/A
COMT	ENST00000361682.6	catechol-O-methyltransferase 	323	1	0	0	1	0	hsa-miR-1292-5p				-0.02	-0.08	N/A
DOCK5	ENST00000276440.7	dedicator of cytokinesis 5 	504	1	0	0	1	0	hsa-miR-1292-5p				-0.02	-0.07	N/A
VTA1	ENST00000367630.4	vesicle (multivesicular body) trafficking 1 	1424	2	0	0	2	0	hsa-miR-1292-5p				-0.02	-0.20	N/A
C9orf85	ENST00000486911.2	chromosome 9 open reading frame 85 	57	1	0	0	1	0	hsa-miR-1292-5p				-0.02	-0.19	N/A
MECP2	ENST00000303391.6	methyl CpG binding protein 2 (Rett syndrome) 	1474	2	0	0	2	0	hsa-miR-1292-5p				-0.02	-0.08	N/A
KIAA1244	ENST00000251691.4	KIAA1244 	169	1	0	0	1	1	hsa-miR-1292-5p				-0.02	-0.02	N/A
ADAMTS4	ENST00000367996.5	ADAM metallopeptidase with thrombospondin type 1 motif, 4 	23	1	0	0	1	0	hsa-miR-1292-5p				-0.02	-0.07	N/A
SUPT3H	ENST00000371460.1	suppressor of Ty 3 homolog (S. cerevisiae) 	175	1	0	0	1	0	hsa-miR-1292-5p				-0.02	-0.16	N/A
RPL22L1	ENST00000295830.8	ribosomal protein L22-like 1 	150	1	0	0	1	0	hsa-miR-1292-5p				-0.02	-0.28	N/A
SERPINA4	ENST00000555095.1	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 4 	203	2	0	0	2	1	hsa-miR-1292-5p				-0.01	-0.25	N/A
GPR123	ENST00000607359.1	G protein-coupled receptor 123 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.01	-0.01	N/A
ZDHHC3	ENST00000296127.3	zinc finger, DHHC-type containing 3 	426	2	0	0	2	1	hsa-miR-1292-5p				-0.01	-0.06	N/A
DCAF5	ENST00000341516.5	DDB1 and CUL4 associated factor 5 	120	2	0	0	2	1	hsa-miR-1292-5p				-0.01	-0.15	N/A
CLDN19	ENST00000296387.1	claudin 19 	25	2	0	0	2	2	hsa-miR-1292-5p				-0.01	-0.13	N/A
CENPC	ENST00000273853.6	centromere protein C 	45	1	0	0	1	0	hsa-miR-1292-5p				-0.01	-0.06	N/A
C4orf40	ENST00000344526.5	chromosome 4 open reading frame 40 	5	1	0	1	0	1	hsa-miR-1292-5p				-0.01	-0.26	N/A
AHCYL2	ENST00000325006.3	adenosylhomocysteinase-like 2 	51	1	0	0	1	1	hsa-miR-1292-5p				-0.01	-0.07	N/A
NPR3	ENST00000265074.8	natriuretic peptide receptor C/guanylate cyclase C (atrionatriuretic peptide receptor C) 	517	1	0	1	0	1	hsa-miR-1292-5p				-0.01	-0.04	N/A
ZDHHC24	ENST00000310442.3	zinc finger, DHHC-type containing 24 	304	1	0	0	1	0	hsa-miR-1292-5p				-0.01	-0.09	N/A
C21orf58	ENST00000397683.1	chromosome 21 open reading frame 58 	34	2	0	1	1	1	hsa-miR-1292-5p				-0.01	-0.17	N/A
SHROOM3	ENST00000296043.6	shroom family member 3 	2841	1	0	0	1	0	hsa-miR-1292-5p				-0.01	-0.03	N/A
NAA38	ENST00000249299.2	N(alpha)-acetyltransferase 38, NatC auxiliary subunit 	458	1	0	0	1	0	hsa-miR-1292-5p				-0.01	-0.14	N/A
SNX24	ENST00000513881.1	sorting nexin 24 	352	2	0	0	2	0	hsa-miR-1292-5p				-0.01	-0.32	N/A
FOSL2	ENST00000379619.1	FOS-like antigen 2 	2255	1	1	0	0	3	hsa-miR-1292-5p				-0.01	-0.13	N/A
C12orf4	ENST00000261250.3	chromosome 12 open reading frame 4 	37	1	0	0	1	0	hsa-miR-1292-5p				-0.01	-0.12	N/A
SH3BP2	ENST00000356331.5	SH3-domain binding protein 2 	449	2	0	0	2	2	hsa-miR-1292-5p				-0.01	-0.04	N/A
BDNF	ENST00000439476.2	brain-derived neurotrophic factor 	2696	1	0	0	1	0	hsa-miR-1292-5p				-0.01	-0.14	N/A
IL17RA	ENST00000319363.6	interleukin 17 receptor A 	685	3	0	0	3	0	hsa-miR-1292-5p				-0.01	-0.18	N/A
MRPL17	ENST00000288937.6	mitochondrial ribosomal protein L17 	1447	3	0	1	2	5	hsa-miR-1292-5p				-0.01	-0.46	N/A
SFXN5	ENST00000410065.1	sideroflexin 5 	56	1	0	0	1	0	hsa-miR-1292-5p				-0.01	-0.03	N/A
DGKH	ENST00000261491.5	diacylglycerol kinase, eta 	46	2	0	0	2	0	hsa-miR-1292-5p				-0.01	-0.02	N/A
PHF14	ENST00000403050.3	PHD finger protein 14 	112	1	0	0	1	0	hsa-miR-1292-5p				-0.01	-0.06	N/A
RAB43	ENST00000476465.1	RAB43, member RAS oncogene family 	5	1	1	0	0	2	hsa-miR-1292-5p				-0.01	-0.28	N/A
