Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
IPMK	ENST00000373935.3	inositol polyphosphate multikinase 	196	1	0	0	1	0	hsa-miR-6891-5p				-0.02	-0.02	N/A
KCNH5	ENST00000322893.7	potassium voltage-gated channel, subfamily H (eag-related), member 5 	157	2	0	1	1	1	hsa-miR-3173-3p				-0.02	-0.03	N/A
SYNGAP1	ENST00000418600.2	synaptic Ras GTPase activating protein 1 	15	1	0	1	0	3	hsa-miR-6891-5p				-0.02	-0.02	N/A
CLCN7	ENST00000448525.1	chloride channel, voltage-sensitive 7 	1022	1	0	1	0	0	hsa-miR-6891-5p				-0.02	-0.02	N/A
AEN	ENST00000332810.3	apoptosis enhancing nuclease 	610	2	0	1	1	1	hsa-miR-3173-3p				-0.02	-0.17	N/A
MINA	ENST00000333396.7	MYC induced nuclear antigen 	209	1	0	0	1	0	hsa-miR-3173-3p				-0.02	-0.05	N/A
HSD17B12	ENST00000278353.4	hydroxysteroid (17-beta) dehydrogenase 12 	1422	1	0	1	0	0	hsa-miR-6891-5p				-0.02	-0.16	N/A
H2AFJ	ENST00000544848.1	H2A histone family, member J 	482	2	0	1	1	0	hsa-miR-3173-3p				-0.02	-0.24	N/A
PDE12	ENST00000311180.8	phosphodiesterase 12 	326	2	1	0	1	0	hsa-miR-3173-3p				-0.02	-0.43	N/A
CXorf38	ENST00000378426.1	chromosome X open reading frame 38 	238	1	0	1	0	0	hsa-miR-3173-3p				-0.02	-0.26	N/A
NFAT5	ENST00000354436.2	nuclear factor of activated T-cells 5, tonicity-responsive 	128	2	0	1	1	3	hsa-miR-6891-5p				-0.02	-0.06	N/A
RPL18A	ENST00000600147.1	ribosomal protein L18a 	101	1	0	1	0	1	hsa-miR-3173-3p				-0.02	-0.14	N/A
NEGR1	ENST00000357731.5	neuronal growth regulator 1 	28	2	0	1	1	4	hsa-miR-6891-5p				-0.02	-0.13	N/A
PEX19	ENST00000368072.5	peroxisomal biogenesis factor 19 	1804	1	0	0	1	1	hsa-miR-3173-3p				-0.02	-0.19	N/A
SLC35F6	ENST00000344420.5	solute carrier family 35, member F6 	272	1	0	1	0	3	hsa-miR-3173-3p				-0.02	-0.26	N/A
ZMIZ2	ENST00000309315.4	zinc finger, MIZ-type containing 2 	761	3	0	3	0	1	hsa-miR-3173-3p				-0.02	-0.06	N/A
TRNP1	ENST00000522111.2	TMF1-regulated nuclear protein 1 	4046	1	0	0	1	3	hsa-miR-3173-3p				-0.02	-0.10	N/A
ZRANB1	ENST00000359653.4	zinc finger, RAN-binding domain containing 1 	724	1	0	1	0	0	hsa-miR-3173-3p				-0.02	-0.07	N/A
CAMK2B	ENST00000457475.1	calcium/calmodulin-dependent protein kinase II beta 	11	1	0	1	0	0	hsa-miR-6891-5p				-0.02	-0.02	N/A
ADAMTSL1	ENST00000380548.4	ADAMTS-like 1 	38	1	0	1	0	2	hsa-miR-6891-5p				-0.02	-0.02	N/A
ABCA1	ENST00000374736.3	ATP-binding cassette, sub-family A (ABC1), member 1 	184	1	0	0	1	0	hsa-miR-3173-3p				-0.02	-0.02	N/A
CRYGS	ENST00000392499.2	crystallin, gamma S 	55	1	0	0	1	0	hsa-miR-3173-3p				-0.02	-0.26	N/A
TMEM132B	ENST00000299308.3	transmembrane protein 132B 	5	1	0	1	0	3	hsa-miR-3173-3p				-0.02	-0.02	N/A
PLXNA1	ENST00000393409.2	plexin A1 	189	1	0	0	1	1	hsa-miR-3173-3p				-0.02	-0.04	N/A
KLF8	ENST00000468660.1	Kruppel-like factor 8 	8	1	0	0	1	3	hsa-miR-3173-3p				-0.02	-0.10	N/A
MRPS14	ENST00000476371.1	mitochondrial ribosomal protein S14 	2140	1	0	1	0	1	hsa-miR-3173-3p				-0.02	-0.28	N/A
RNF216	ENST00000425013.2	ring finger protein 216 	649	1	1	0	0	0	hsa-miR-3173-3p				-0.02	-0.03	N/A
MICAL3	ENST00000441493.2	microtubule associated monooxygenase, calponin and LIM domain containing 3 	58	1	0	1	0	1	hsa-miR-3173-3p				-0.02	-0.02	N/A
ZNF644	ENST00000370440.1	zinc finger protein 644 	40	1	0	0	1	0	hsa-miR-3173-3p				-0.02	-0.18	N/A
BRWD1	ENST00000342449.3	bromodomain and WD repeat domain containing 1 	96	1	1	0	0	1	hsa-miR-3173-3p				-0.02	-0.06	N/A
FBXO31	ENST00000311635.7	F-box protein 31 	48	1	0	1	0	2	hsa-miR-3173-3p				-0.02	-0.03	N/A
FGD6	ENST00000343958.4	FYVE, RhoGEF and PH domain containing 6 	21	1	1	0	0	3	hsa-miR-6891-5p				-0.02	-0.03	N/A
FREM2	ENST00000280481.7	FRAS1 related extracellular matrix protein 2 	33	2	0	0	2	1	hsa-miR-6891-5p				-0.02	-0.03	N/A
VPS33A	ENST00000267199.4	vacuolar protein sorting 33 homolog A (S. cerevisiae) 	282	1	0	0	1	0	hsa-miR-3173-3p				-0.02	-0.13	N/A
WDR12	ENST00000261015.4	WD repeat domain 12 	444	1	0	0	1	1	hsa-miR-3173-3p				-0.02	-0.08	N/A
TRIM25	ENST00000316881.4	tripartite motif containing 25 	247	2	0	0	2	1	hsa-miR-3173-3p				-0.02	-0.12	N/A
SNCA	ENST00000394989.2	synuclein, alpha (non A4 component of amyloid precursor) 	476	2	1	1	0	1	hsa-miR-6891-5p				-0.02	-0.57	N/A
ACOX1	ENST00000293217.5	acyl-CoA oxidase 1, palmitoyl 	287	1	0	1	0	1	hsa-miR-3173-3p				-0.02	-0.14	N/A
PIGV	ENST00000078527.4	phosphatidylinositol glycan anchor biosynthesis, class V 	122	1	0	1	0	1	hsa-miR-6891-5p				-0.02	-0.12	N/A
HIP1	ENST00000336926.6	huntingtin interacting protein 1 	37	1	0	0	1	2	hsa-miR-3173-3p				-0.02	-0.03	N/A
SBNO1	ENST00000420886.2	strawberry notch homolog 1 (Drosophila) 	87	2	0	2	0	2	hsa-miR-6891-5p				-0.02	-0.05	N/A
SEMA3E	ENST00000307792.3	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E 	54	1	0	1	0	0	hsa-miR-6891-5p				-0.02	-0.10	N/A
TMEM140	ENST00000275767.3	transmembrane protein 140 	858	1	0	1	0	0	hsa-miR-6891-5p				-0.02	-0.21	N/A
WDR41	ENST00000296679.4	WD repeat domain 41 	313	1	0	1	0	4	hsa-miR-6891-5p				-0.02	-0.12	N/A
PNPLA4	ENST00000381042.4	patatin-like phospholipase domain containing 4 	357	1	0	0	1	1	hsa-miR-3173-3p				-0.02	-0.19	N/A
WDFY4	ENST00000413659.2	WDFY family member 4 	5	1	0	1	0	1	hsa-miR-3173-3p				-0.02	-0.02	N/A
SERPINE1	ENST00000223095.4	serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1 	1508	1	0	1	0	1	hsa-miR-6891-5p				-0.02	-0.12	N/A
AMOTL2	ENST00000249883.5	angiomotin like 2 	78	1	0	1	0	2	hsa-miR-3173-3p				-0.02	-0.20	N/A
PALM	ENST00000338448.5	paralemmin 	341	1	0	1	0	1	hsa-miR-3173-3p				-0.02	-0.02	N/A
ARHGAP39	ENST00000377307.2	Rho GTPase activating protein 39 	14	1	0	1	0	1	hsa-miR-3173-3p				-0.02	-0.02	N/A
AP5B1	ENST00000532090.2	adaptor-related protein complex 5, beta 1 subunit 	22	1	0	1	0	1	hsa-miR-6891-5p				-0.02	-0.05	N/A
CLIC2	ENST00000369449.2	chloride intracellular channel 2 	30	1	0	0	1	0	hsa-miR-6891-5p				-0.02	-0.13	N/A
FGF5	ENST00000456523.3	fibroblast growth factor 5 	1478	1	0	1	0	1	hsa-miR-6891-5p				-0.02	-0.23	N/A
ATP6V1E1	ENST00000253413.5	ATPase, H+ transporting, lysosomal 31kDa, V1 subunit E1 	2139	1	0	1	0	1	hsa-miR-3173-3p				-0.02	-0.25	N/A
MARCH3	ENST00000308660.5	membrane-associated ring finger (C3HC4) 3, E3 ubiquitin protein ligase 	77	1	0	1	0	2	hsa-miR-6891-5p				-0.02	-0.07	N/A
FAM193A	ENST00000505311.1	family with sequence similarity 193, member A 	274	1	0	1	0	1	hsa-miR-6891-5p				-0.02	-0.02	N/A
GNG7	ENST00000382159.3	guanine nucleotide binding protein (G protein), gamma 7 	92	1	0	1	0	2	hsa-miR-3173-3p				-0.02	-0.23	N/A
CCDC30	ENST00000342022.4	coiled-coil domain containing 30 	6	1	0	1	0	0	hsa-miR-6891-5p				-0.02	-0.16	N/A
ZBTB7B	ENST00000368426.3	zinc finger and BTB domain containing 7B 	179	2	1	1	0	0	hsa-miR-6891-5p				-0.02	-0.19	N/A
ZDHHC14	ENST00000359775.5	zinc finger, DHHC-type containing 14 	253	2	1	0	1	3	hsa-miR-3173-3p				-0.02	-0.14	N/A
C21orf2	ENST00000339818.4	chromosome 21 open reading frame 2 	205	1	0	1	0	0	hsa-miR-3173-3p				-0.02	-0.06	N/A
KIT	ENST00000288135.5	v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog 	329	1	0	1	0	0	hsa-miR-3173-3p				-0.02	-0.02	N/A
NFIA	ENST00000403491.3	nuclear factor I/A 	5	1	0	1	0	0	hsa-miR-3173-3p				-0.02	-0.02	N/A
FAM65B	ENST00000259698.4	family with sequence similarity 65, member B 	7	1	0	1	0	0	hsa-miR-3173-3p				-0.02	-0.02	N/A
ZNRF3	ENST00000544604.2	zinc and ring finger 3 	179	1	0	1	0	1	hsa-miR-3173-3p				-0.02	-0.02	N/A
CNR2	ENST00000374472.4	cannabinoid receptor 2 (macrophage) 	5	1	0	1	0	0	hsa-miR-3173-3p				-0.02	-0.02	N/A
TTN	ENST00000342992.6	titin 	5	1	0	1	0	0	hsa-miR-3173-3p				-0.02	-0.02	N/A
KRBOX4	ENST00000360017.5	KRAB box domain containing 4 	162	1	1	0	0	0	hsa-miR-3173-3p				-0.02	-0.41	N/A
VDR	ENST00000395324.2	vitamin D (1,25- dihydroxyvitamin D3) receptor 	416	1	0	1	0	0	hsa-miR-3173-3p				-0.02	-0.02	N/A
HIPK2	ENST00000406875.3	homeodomain interacting protein kinase 2 	48	1	0	1	0	0	hsa-miR-3173-3p				-0.02	-0.02	N/A
VAV2	ENST00000406606.3	vav 2 guanine nucleotide exchange factor 	477	1	0	1	0	2	hsa-miR-3173-3p				-0.02	-0.02	N/A
CACNB3	ENST00000301050.2	calcium channel, voltage-dependent, beta 3 subunit 	41	1	0	1	0	0	hsa-miR-3173-3p				-0.02	-0.02	N/A
ATAD3A	ENST00000536055.1	ATPase family, AAA domain containing 3A 	23	1	0	1	0	0	hsa-miR-3173-3p				-0.02	-0.02	N/A
HAGHL	ENST00000549114.1	hydroxyacylglutathione hydrolase-like 	102	1	0	1	0	0	hsa-miR-3173-3p				-0.02	-0.02	N/A
ITGA9	ENST00000264741.5	integrin, alpha 9 	9	1	0	1	0	1	hsa-miR-3173-3p				-0.02	-0.02	N/A
ZNF101	ENST00000592502.1	zinc finger protein 101 	409	1	0	1	0	0	hsa-miR-3173-3p				-0.02	-0.02	N/A
XIRP2	ENST00000409195.1	xin actin-binding repeat containing 2 	5	1	0	1	0	0	hsa-miR-3173-3p				-0.02	-0.02	N/A
ZNF469	ENST00000437464.1	zinc finger protein 469 	139	1	0	1	0	0	hsa-miR-3173-3p				-0.02	-0.02	N/A
PTPN3	ENST00000412145.1	protein tyrosine phosphatase, non-receptor type 3 	374	1	0	1	0	0	hsa-miR-3173-3p				-0.02	-0.02	N/A
TTBK1	ENST00000259750.4	tau tubulin kinase 1 	7	1	0	1	0	1	hsa-miR-3173-3p				-0.02	-0.02	N/A
TBL1X	ENST00000407597.2	transducin (beta)-like 1X-linked 	125	1	0	1	0	0	hsa-miR-3173-3p				-0.02	-0.02	N/A
PIK3CD	ENST00000536656.1	phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit delta 	5	1	0	1	0	0	hsa-miR-3173-3p				-0.02	-0.02	N/A
CEBPA	ENST00000498907.2	CCAAT/enhancer binding protein (C/EBP), alpha 	12449	1	0	1	0	1	hsa-miR-3173-3p				-0.02	-0.02	N/A
LCOR	ENST00000371103.3	ligand dependent nuclear receptor corepressor 	94	1	0	1	0	2	hsa-miR-3173-3p				-0.02	-0.02	N/A
NTSR1	ENST00000370501.3	neurotensin receptor 1 (high affinity) 	37	1	0	1	0	0	hsa-miR-3173-3p				-0.02	-0.02	N/A
ZBTB46	ENST00000245663.4	zinc finger and BTB domain containing 46 	71	1	0	1	0	1	hsa-miR-3173-3p				-0.02	-0.02	N/A
ABL1	ENST00000318560.5	c-abl oncogene 1, non-receptor tyrosine kinase 	1188	1	0	1	0	0	hsa-miR-3173-3p				-0.02	-0.02	N/A
EML6	ENST00000356458.6	echinoderm microtubule associated protein like 6 	39	1	0	1	0	1	hsa-miR-3173-3p				-0.02	-0.02	N/A
APOL4	ENST00000404685.3	apolipoprotein L, 4 	5	1	0	1	0	0	hsa-miR-3173-3p				-0.02	-0.02	N/A
TMEM132E	ENST00000321639.5	transmembrane protein 132E 	461	1	0	1	0	0	hsa-miR-3173-3p				-0.02	-0.02	N/A
AC002472.13	ENST00000543388.1	Leucine-rich repeat-containing protein LOC400891  	5	1	0	1	0	1	hsa-miR-3173-3p				-0.02	-0.02	N/A
ARNT2	ENST00000303329.4	aryl-hydrocarbon receptor nuclear translocator 2 	39	1	0	1	0	2	hsa-miR-3173-3p				-0.02	-0.02	N/A
TPCN1	ENST00000335509.6	two pore segment channel 1 	401	1	0	1	0	0	hsa-miR-3173-3p				-0.02	-0.02	N/A
FAM46C	ENST00000369448.3	family with sequence similarity 46, member C 	74	1	0	1	0	2	hsa-miR-3173-3p				-0.02	-0.02	N/A
MYO15A	ENST00000205890.5	myosin XVA 	5	1	0	1	0	1	hsa-miR-3173-3p				-0.02	-0.02	N/A
TSPEAR	ENST00000323084.4	thrombospondin-type laminin G domain and EAR repeats 	5	1	0	1	0	1	hsa-miR-3173-3p				-0.02	-0.02	N/A
GOLGA7B	ENST00000370602.1	golgin A7 family, member B 	5	1	0	1	0	0	hsa-miR-3173-3p				-0.02	-0.02	N/A
SLC2A10	ENST00000359271.2	solute carrier family 2 (facilitated glucose transporter), member 10 	17	1	0	1	0	0	hsa-miR-3173-3p				-0.02	-0.02	N/A
CDK6	ENST00000265734.4	cyclin-dependent kinase 6 	1116	1	0	1	0	2	hsa-miR-6891-5p				-0.02	-0.02	N/A
AC174470.1	ENST00000457257.1		164	1	0	1	0	0	hsa-miR-3173-3p				-0.02	-0.02	N/A
HCFC1	ENST00000310441.7	host cell factor C1 (VP16-accessory protein) 	181	1	0	1	0	0	hsa-miR-3173-3p				-0.02	-0.02	N/A
AC011484.1	ENST00000377652.3	Uncharacterized protein; cDNA FLJ42076 fis, clone SYNOV2018921  	5	1	0	1	0	0	hsa-miR-3173-3p				-0.02	-0.02	N/A
ATRNL1	ENST00000355044.3	attractin-like 1 	26	1	0	1	0	0	hsa-miR-3173-3p				-0.02	-0.02	N/A
SPECC1L	ENST00000314328.9	sperm antigen with calponin homology and coiled-coil domains 1-like 	3720	1	0	1	0	0	hsa-miR-3173-3p				-0.02	-0.02	N/A
PHACTR1	ENST00000379350.1	phosphatase and actin regulator 1 	5	1	0	1	0	1	hsa-miR-3173-3p				-0.02	-0.02	N/A
TMCC2	ENST00000358024.3	transmembrane and coiled-coil domain family 2 	5	1	0	1	0	0	hsa-miR-3173-3p				-0.02	-0.02	N/A
SIRPA	ENST00000400068.3	signal-regulatory protein alpha 	1235	1	0	1	0	0	hsa-miR-3173-3p				-0.02	-0.02	N/A
TMEM184A	ENST00000297477.5	transmembrane protein 184A 	28	1	0	1	0	2	hsa-miR-3173-3p				-0.02	-0.02	N/A
RAB11FIP3	ENST00000262305.4	RAB11 family interacting protein 3 (class II) 	71	1	0	1	0	0	hsa-miR-3173-3p				-0.02	-0.02	N/A
SPTBN5	ENST00000320955.6	spectrin, beta, non-erythrocytic 5 	7	1	0	1	0	1	hsa-miR-3173-3p				-0.02	-0.02	N/A
ATAD3B	ENST00000308647.7	ATPase family, AAA domain containing 3B 	5	1	0	1	0	0	hsa-miR-3173-3p				-0.02	-0.02	N/A
NCDN	ENST00000356090.4	neurochondrin 	654	1	0	1	0	0	hsa-miR-3173-3p				-0.02	-0.02	N/A
UNC13A	ENST00000519716.2	unc-13 homolog A (C. elegans) 	5	1	0	1	0	0	hsa-miR-3173-3p				-0.02	-0.02	N/A
CYB5R2	ENST00000524790.1	cytochrome b5 reductase 2 	92	1	0	1	0	0	hsa-miR-3173-3p				-0.02	-0.02	N/A
LPIN3	ENST00000373257.3	lipin 3 	108	1	0	1	0	1	hsa-miR-3173-3p				-0.02	-0.02	N/A
SEZ6L	ENST00000360929.3	seizure related 6 homolog (mouse)-like 	5	1	0	1	0	0	hsa-miR-3173-3p				-0.02	-0.02	N/A
MFN2	ENST00000444836.1	mitofusin 2 	1096	1	0	1	0	0	hsa-miR-3173-3p				-0.02	-0.02	N/A
PDE11A	ENST00000286063.6	phosphodiesterase 11A 	7	1	0	1	0	0	hsa-miR-3173-3p				-0.02	-0.02	N/A
SVOP	ENST00000299134.5	SV2 related protein homolog (rat) 	8	1	0	1	0	1	hsa-miR-3173-3p				-0.02	-0.03	N/A
NEK9	ENST00000238616.5	NIMA-related kinase 9 	733	1	0	1	0	0	hsa-miR-3173-3p				-0.02	-0.02	N/A
ARHGAP35	ENST00000404338.3	Rho GTPase activating protein 35 	278	1	0	1	0	0	hsa-miR-3173-3p				-0.02	-0.02	N/A
FBXO30	ENST00000237281.4	F-box protein 30 	224	1	0	1	0	0	hsa-miR-6891-5p				-0.02	-0.04	N/A
CHD5	ENST00000262450.3	chromodomain helicase DNA binding protein 5 	5	1	0	1	0	3	hsa-miR-3173-3p				-0.02	-0.02	N/A
TTC22	ENST00000371276.4	tetratricopeptide repeat domain 22 	5	1	0	1	0	0	hsa-miR-3173-3p				-0.02	-0.02	N/A
PDE4A	ENST00000380702.2	phosphodiesterase 4A, cAMP-specific 	48	1	0	1	0	0	hsa-miR-3173-3p				-0.02	-0.02	N/A
AKNA	ENST00000307564.4	AT-hook transcription factor 	10	1	0	1	0	2	hsa-miR-3173-3p				-0.02	-0.02	N/A
SREBF1	ENST00000395757.1	sterol regulatory element binding transcription factor 1 	387	1	0	1	0	0	hsa-miR-3173-3p				-0.02	-0.02	N/A
TECPR2	ENST00000359520.7	tectonin beta-propeller repeat containing 2 	109	1	0	1	0	0	hsa-miR-3173-3p				-0.02	-0.02	N/A
DNMT3B	ENST00000344505.4	DNA (cytosine-5-)-methyltransferase 3 beta 	259	1	0	1	0	0	hsa-miR-3173-3p				-0.02	-0.02	N/A
ZNF646	ENST00000394979.2	zinc finger protein 646 	5	1	0	1	0	1	hsa-miR-3173-3p				-0.02	-0.02	N/A
PTPN11	ENST00000351677.2	protein tyrosine phosphatase, non-receptor type 11 	52	1	0	1	0	1	hsa-miR-3173-3p				-0.02	-0.02	N/A
ABCA3	ENST00000301732.5	ATP-binding cassette, sub-family A (ABC1), member 3 	338	1	0	0	1	0	hsa-miR-3173-3p				-0.02	-0.02	N/A
ATE1	ENST00000369043.3	arginyltransferase 1 	237	1	0	1	0	0	hsa-miR-3173-3p				-0.02	-0.02	N/A
PIAS4	ENST00000262971.2	protein inhibitor of activated STAT, 4 	521	1	0	1	0	1	hsa-miR-3173-3p				-0.02	-0.02	N/A
COL20A1	ENST00000422202.1	collagen, type XX, alpha 1 	5	1	0	1	0	1	hsa-miR-3173-3p				-0.02	-0.02	N/A
UNK	ENST00000293218.3	unkempt homolog (Drosophila) 	124	1	0	1	0	1	hsa-miR-3173-3p				-0.02	-0.02	N/A
ATXN7L3	ENST00000454077.2	ataxin 7-like 3 	43	1	0	1	0	0	hsa-miR-3173-3p				-0.02	-0.02	N/A
TRIM39	ENST00000396551.3	tripartite motif containing 39 	840	1	0	1	0	0	hsa-miR-3173-3p				-0.02	-0.02	N/A
LIN54	ENST00000395282.2	lin-54 homolog (C. elegans) 	228	1	0	1	0	0	hsa-miR-3173-3p				-0.02	-0.02	N/A
DAB2IP	ENST00000408936.3	DAB2 interacting protein 	1787	1	0	1	0	0	hsa-miR-3173-3p				-0.02	-0.02	N/A
CELF6	ENST00000287202.5	CUGBP, Elav-like family member 6 	5	1	0	1	0	0	hsa-miR-3173-3p				-0.02	-0.02	N/A
CHD2	ENST00000394196.4	chromodomain helicase DNA binding protein 2 	1237	1	0	1	0	1	hsa-miR-3173-3p				-0.02	-0.02	N/A
D2HGDH	ENST00000321264.4	D-2-hydroxyglutarate dehydrogenase 	417	1	0	1	0	0	hsa-miR-3173-3p				-0.02	-0.02	N/A
DOK6	ENST00000382713.5	docking protein 6 	8	1	0	1	0	2	hsa-miR-3173-3p				-0.02	-0.02	N/A
ZFP14	ENST00000270001.7	ZFP14 zinc finger protein 	109	1	0	1	0	0	hsa-miR-3173-3p				-0.02	-0.02	N/A
C9orf64	ENST00000376344.3	chromosome 9 open reading frame 64 	126	1	0	1	0	2	hsa-miR-6891-5p				-0.02	-0.23	N/A
NSMF	ENST00000339554.3	NMDA receptor synaptonuclear signaling and neuronal migration factor 	507	1	0	1	0	0	hsa-miR-3173-3p				-0.02	-0.02	N/A
DNAJB13	ENST00000339764.1	DnaJ (Hsp40) homolog, subfamily B, member 13 	7	2	0	1	1	1	hsa-miR-3173-3p				-0.02	-0.09	N/A
RBM27	ENST00000265271.5	RNA binding motif protein 27 	130	1	0	0	1	0	hsa-miR-3173-3p				-0.02	-0.04	N/A
RIT1	ENST00000368323.3	Ras-like without CAAX 1 	192	1	0	1	0	0	hsa-miR-3173-3p				-0.02	-0.05	N/A
GPC1	ENST00000264039.2	glypican 1 	1687	1	0	1	0	0	hsa-miR-3173-3p				-0.02	-0.02	N/A
EXTL3	ENST00000220562.4	exostosin-like glycosyltransferase 3 	358	1	0	1	0	2	hsa-miR-3173-3p				-0.02	-0.02	N/A
DGKH	ENST00000261491.5	diacylglycerol kinase, eta 	46	1	1	0	0	4	hsa-miR-3173-3p				-0.02	-0.03	N/A
PDP2	ENST00000311765.2	pyruvate dehyrogenase phosphatase catalytic subunit 2 	102	1	0	0	1	0	hsa-miR-3173-3p				-0.02	-0.05	N/A
ESYT2	ENST00000251527.5	extended synaptotagmin-like protein 2 	529	1	0	1	0	0	hsa-miR-3173-3p				-0.02	-0.11	N/A
LRPAP1	ENST00000500728.2	low density lipoprotein receptor-related protein associated protein 1 	1109	1	0	1	0	1	hsa-miR-3173-3p				-0.02	-0.14	N/A
SLITRK4	ENST00000381779.4	SLIT and NTRK-like family, member 4 	86	1	0	0	1	0	hsa-miR-3173-3p				-0.02	-0.08	N/A
PLXND1	ENST00000393239.1	plexin D1 	211	1	0	1	0	0	hsa-miR-3173-3p				-0.02	-0.02	N/A
IER3IP1	ENST00000256433.3	immediate early response 3 interacting protein 1 	1727	1	0	0	1	1	hsa-miR-3173-3p				-0.02	-0.18	N/A
TMX4	ENST00000246024.2	thioredoxin-related transmembrane protein 4 	466	1	0	0	1	1	hsa-miR-3173-3p				-0.02	-0.07	N/A
ICMT	ENST00000343813.5	isoprenylcysteine carboxyl methyltransferase 	558	1	0	0	1	1	hsa-miR-3173-3p				-0.02	-0.10	N/A
FAM129A	ENST00000367511.3	family with sequence similarity 129, member A 	213	1	0	1	0	1	hsa-miR-3173-3p				-0.02	-0.02	N/A
BLCAP	ENST00000397137.1	bladder cancer associated protein 	38	1	0	1	0	1	hsa-miR-6891-5p				-0.02	-0.16	N/A
SCLT1	ENST00000281142.5	sodium channel and clathrin linker 1 	70	1	0	1	0	0	hsa-miR-6891-5p				-0.02	-0.30	N/A
LEF1	ENST00000265165.1	lymphoid enhancer-binding factor 1 	104	2	0	2	0	0	hsa-miR-3173-3p				-0.02	-0.24	N/A
LY75-CD302	ENST00000504764.1	LY75-CD302 readthrough 	855	1	1	0	0	1	hsa-miR-3173-3p				-0.02	-0.03	N/A
LY75	ENST00000554112.1	lymphocyte antigen 75 	855	1	1	0	0	1	hsa-miR-3173-3p				-0.02	-0.03	N/A
WDFY3	ENST00000322366.6	WD repeat and FYVE domain containing 3 	596	1	0	1	0	0	hsa-miR-3173-3p				-0.02	-0.02	N/A
GABARAPL1	ENST00000266458.5	GABA(A) receptor-associated protein like 1 	117	1	0	1	0	0	hsa-miR-3173-3p				-0.02	-0.17	N/A
DSC3	ENST00000434452.1	desmocollin 3 	390	1	0	1	0	0	hsa-miR-3173-3p				-0.02	-0.02	N/A
VCAN	ENST00000265077.3	versican 	542	1	0	1	0	1	hsa-miR-3173-3p				-0.02	-0.12	N/A
PELI2	ENST00000267460.4	pellino E3 ubiquitin protein ligase family member 2 	229	1	0	1	0	0	hsa-miR-3173-3p				-0.02	-0.02	N/A
TMTC1	ENST00000256062.5	transmembrane and tetratricopeptide repeat containing 1 	379	1	0	1	0	2	hsa-miR-3173-3p				-0.02	-0.02	N/A
FNBP1	ENST00000355681.3	formin binding protein 1 	165	2	0	2	0	4	hsa-miR-3173-3p				-0.02	-0.27	N/A
TMEM127	ENST00000258439.3	transmembrane protein 127 	296	1	0	1	0	2	hsa-miR-3173-3p				-0.02	-0.05	N/A
CDON	ENST00000392693.3	cell adhesion associated, oncogene regulated 	173	1	0	1	0	3	hsa-miR-6891-5p				-0.02	-0.08	N/A
ZNF471	ENST00000591537.1	zinc finger protein 471 	30	1	0	0	1	1	hsa-miR-3173-3p				-0.02	-0.12	N/A
TBC1D8B	ENST00000357242.5	TBC1 domain family, member 8B (with GRAM domain) 	69	1	0	1	0	0	hsa-miR-3173-3p				-0.02	-0.02	N/A
WBSCR27	ENST00000297873.4	Williams Beuren syndrome chromosome region 27 	17	1	0	1	0	0	hsa-miR-6891-5p				-0.02	-0.07	N/A
TPCN2	ENST00000294309.3	two pore segment channel 2 	629	1	0	0	1	0	hsa-miR-6891-5p				-0.02	-0.15	N/A
SUGT1	ENST00000310528.8	SGT1, suppressor of G2 allele of SKP1 (S. cerevisiae) 	430	1	0	1	0	2	hsa-miR-6891-5p				-0.02	-0.16	N/A
CSNK1G3	ENST00000360683.2	casein kinase 1, gamma 3 	28	1	0	0	1	0	hsa-miR-3173-3p				-0.02	-0.08	N/A
FAM49B	ENST00000519824.2	family with sequence similarity 49, member B 	52	1	0	1	0	0	hsa-miR-3173-3p				-0.02	-0.21	N/A
SERINC5	ENST00000512721.1	serine incorporator 5 	175	1	0	1	0	0	hsa-miR-3173-3p				-0.02	-0.02	N/A
CTH	ENST00000411986.2	cystathionase (cystathionine gamma-lyase) 	430	1	0	1	0	2	hsa-miR-6891-5p				-0.02	-0.13	N/A
GPC6	ENST00000377047.4	glypican 6 	410	1	0	1	0	0	hsa-miR-3173-3p				-0.02	-0.02	N/A
CA12	ENST00000178638.3	carbonic anhydrase XII 	42	2	0	2	0	1	hsa-miR-3173-3p				-0.02	-0.04	N/A
PIK3AP1	ENST00000339364.5	phosphoinositide-3-kinase adaptor protein 1 	14	1	0	1	0	1	hsa-miR-3173-3p				-0.02	-0.10	N/A
HAVCR1	ENST00000523175.1	hepatitis A virus cellular receptor 1 	77	1	0	1	0	0	hsa-miR-3173-3p				-0.02	-0.02	N/A
DENND5B	ENST00000389082.5	DENN/MADD domain containing 5B 	832	1	0	1	0	1	hsa-miR-3173-3p				-0.02	-0.02	N/A
PIK3R1	ENST00000521381.1	phosphoinositide-3-kinase, regulatory subunit 1 (alpha) 	217	1	0	1	0	1	hsa-miR-3173-3p				-0.02	-0.02	N/A
