Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
ZNF584	ENST00000599238.1	zinc finger protein 584 	282	2	0	2	0	2	hsa-miR-1185-5p	0.0008	0.0056	0.0345	-0.01	-0.37	N/A
DNPEP	ENST00000273075.4	aspartyl aminopeptidase 	710	1	0	0	1	0	hsa-miR-1185-5p	0.0004	0.0030	0.0212	-0.01	-0.10	N/A
ASH2L	ENST00000343823.6	ash2 (absent, small, or homeotic)-like (Drosophila) 	140	1	0	1	0	0	hsa-miR-1185-5p	0.0056	0.0394	0.2411	-0.01	-0.17	N/A
CAMKV	ENST00000296471.7	CaM kinase-like vesicle-associated 	47	1	0	0	1	0	hsa-miR-1185-5p	0.0053	0.0381	0.2485	-0.01	-0.01	N/A
LRFN1	ENST00000248668.4	leucine rich repeat and fibronectin type III domain containing 1 	82	1	0	1	0	0	hsa-miR-1185-5p	0.0005	0.0033	0.0181	-0.01	-0.09	N/A
POLDIP3	ENST00000348657.2	polymerase (DNA-directed), delta interacting protein 3 	148	2	0	2	0	0	hsa-miR-1185-5p	0.0030	0.0215	0.1374	-0.01	-0.17	N/A
PTCHD1	ENST00000379361.4	patched domain containing 1 	59	1	0	0	1	1	hsa-miR-1185-5p	0.0073	0.0528	0.3435	-0.01	-0.07	N/A
CCDC109B	ENST00000394650.4	coiled-coil domain containing 109B 	370	1	0	0	1	0	hsa-miR-1185-5p	0.0003	0.0018	0.0101	-0.01	-0.15	N/A
COX18	ENST00000295890.4	COX18 cytochrome C oxidase assembly factor 	356	1	1	0	0	0	hsa-miR-1185-5p	0.0005	0.0034	0.0133	-0.01	-0.30	N/A
BTRC	ENST00000370187.3	beta-transducin repeat containing E3 ubiquitin protein ligase 	96	1	0	1	0	0	hsa-miR-1185-5p	0.0060	0.0420	0.2379	-0.01	-0.02	N/A
FANCA	ENST00000568369.1	Fanconi anemia, complementation group A 	348	1	0	0	1	1	hsa-miR-1185-5p	0.0037	0.0271	0.1881	-0.01	-0.02	N/A
DNAJC10	ENST00000264065.7	DnaJ (Hsp40) homolog, subfamily C, member 10 	709	2	0	0	2	2	hsa-miR-1185-5p	0.0027	0.0197	0.1336	-0.01	-0.51	N/A
ITPA	ENST00000380113.3	inosine triphosphatase (nucleoside triphosphate pyrophosphatase) 	187	1	0	0	1	0	hsa-miR-1185-5p	0.0002	0.0016	0.0083	-0.01	-0.23	N/A
ZNF404	ENST00000587539.1	zinc finger protein 404 	319	1	0	0	1	3	hsa-miR-1185-5p	0.0004	0.0031	0.0176	-0.01	-0.30	N/A
TENM4	ENST00000278550.7	teneurin transmembrane protein 4 	34	2	0	1	1	1	hsa-miR-1185-5p	0.0066	0.0470	0.2788	-0.01	-0.03	N/A
TMEM98	ENST00000579849.1	transmembrane protein 98 	98	1	0	1	0	1	hsa-miR-1185-5p	0.0004	0.0032	0.0203	-0.01	-0.11	N/A
RBM12B	ENST00000399300.2	RNA binding motif protein 12B 	143	2	1	0	1	0	hsa-miR-1185-5p	0.0016	0.0113	0.0697	-0.01	-0.16	N/A
ENAH	ENST00000366844.3	enabled homolog (Drosophila) 	415	2	0	0	2	0	hsa-miR-1185-5p	0.0025	0.0180	0.1238	-0.01	-0.28	N/A
SURF6	ENST00000372022.4	surfeit 6 	175	1	0	0	1	1	hsa-miR-1185-5p	0.0010	0.0067	0.0343	-0.01	-0.18	N/A
SREBF2	ENST00000361204.4	sterol regulatory element binding transcription factor 2 	1518	1	0	0	1	0	hsa-miR-1185-5p	0.0039	0.0283	0.1948	-0.01	-0.01	N/A
ZDHHC21	ENST00000380916.4	zinc finger, DHHC-type containing 21 	196	1	0	1	0	1	hsa-miR-1185-5p	0.0031	0.0222	0.1320	-0.01	-0.31	N/A
FIGN	ENST00000333129.3	fidgetin 	10	1	0	0	1	0	hsa-miR-1185-5p	0.0102	0.0738	0.4691	-0.01	-0.01	N/A
ELAVL1	ENST00000407627.2	ELAV like RNA binding protein 1 	2812	1	0	0	1	0	hsa-miR-1185-5p	0.0005	0.0040	0.0277	-0.01	-0.15	N/A
SOS1	ENST00000426016.1	son of sevenless homolog 1 (Drosophila) 	189	1	0	1	0	0	hsa-miR-1185-5p	0.0038	0.0261	0.1317	-0.01	-0.04	N/A
TRIM38	ENST00000357085.3	tripartite motif containing 38 	62	1	0	0	1	5	hsa-miR-1185-5p	0.0006	0.0042	0.0252	-0.01	-0.20	N/A
RYBP	ENST00000477973.2	RING1 and YY1 binding protein 	342	3	0	0	3	0	hsa-miR-1185-5p	0.0042	0.0309	0.2115	-0.01	-0.40	N/A
TRMT2B	ENST00000338687.7	tRNA methyltransferase 2 homolog B (S. cerevisiae) 	174	1	0	0	1	0	hsa-miR-1185-5p	0.0006	0.0044	0.0290	-0.01	-0.05	N/A
SRI	ENST00000265729.2	sorcin 	278	1	0	0	1	0	hsa-miR-1185-5p	0.0004	0.0026	0.0166	-0.01	-0.12	N/A
ZNF480	ENST00000490272.1	zinc finger protein 480 	239	1	0	0	1	0	hsa-miR-1185-5p	0.0004	0.0030	0.0199	-0.01	-0.26	N/A
RFNG	ENST00000310496.4	RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase 	242	1	0	1	0	0	hsa-miR-1185-5p	0.0004	0.0030	0.0146	-0.01	-0.17	N/A
CCDC174	ENST00000383794.3	coiled-coil domain containing 174 	107	1	0	0	1	2	hsa-miR-1185-5p	0.0007	0.0052	0.0317	-0.01	-0.09	N/A
LMOD1	ENST00000367288.4	leiomodin 1 (smooth muscle) 	148	1	0	0	1	0	hsa-miR-1185-5p	0.0038	0.0274	0.1734	0	-0.15	N/A
KLHL7	ENST00000339077.5	kelch-like family member 7 	90	1	0	0	1	0	hsa-miR-1185-5p	0.0043	0.0315	0.2176	0	-0.09	N/A
KXD1	ENST00000540691.1	KxDL motif containing 1 	117	1	0	0	1	0	hsa-miR-1185-5p	0.0009	0.0063	0.0445	0	-0.20	N/A
CHSY3	ENST00000305031.4	chondroitin sulfate synthase 3 	221	1	0	0	1	0	hsa-miR-1185-5p	0.0027	0.0195	0.1369	0	-0.14	N/A
HLA-A	ENST00000396634.1	major histocompatibility complex, class I, A 	276	2	1	0	1	0	hsa-miR-1185-5p	0.0005	0.0037	0.0185	0	-0.18	N/A
NAGS	ENST00000293404.3	N-acetylglutamate synthase 	562	1	0	1	0	3	hsa-miR-1185-5p	0.0019	0.0136	0.0855	0	-0.18	N/A
TPGS1	ENST00000359315.5	tubulin polyglutamylase complex subunit 1 	81	1	0	1	0	0	hsa-miR-1185-5p	0.0017	0.0123	0.0685	0	-0.02	N/A
ZNF223	ENST00000434772.3	zinc finger protein 223 	180	1	0	0	1	0	hsa-miR-1185-5p	0.0009	0.0063	0.0439	0	-0.13	N/A
PRRC2B	ENST00000372249.1	proline-rich coiled-coil 2B 	97	1	0	0	1	0	hsa-miR-1185-5p	0.0040	0.0291	0.1965	0	-0.12	N/A
CDKN3	ENST00000556102.2	cyclin-dependent kinase inhibitor 3 	833	1	1	0	0	0	hsa-miR-1185-5p	0.0008	0.0053	0.0302	0	-0.38	N/A
ACP1	ENST00000272067.6	acid phosphatase 1, soluble 	499	1	0	0	1	1	hsa-miR-1185-5p	0.0002	0.0015	0.0089	0	-0.28	N/A
SLIT2	ENST00000504154.1	slit homolog 2 (Drosophila) 	579	1	0	0	1	0	hsa-miR-1185-5p	0.0050	0.0364	0.2481	0	-0.10	N/A
HARBI1	ENST00000326737.3	harbinger transposase derived 1 	227	1	0	0	1	0	hsa-miR-1185-5p	0.0019	0.0141	0.0964	0	-0.05	N/A
MMP17	ENST00000535291.1	matrix metallopeptidase 17 (membrane-inserted) 	9	1	0	0	1	0	hsa-miR-1185-5p	0.0017	0.0122	0.0833	0	-0.01	N/A
ATP10D	ENST00000273859.3	ATPase, class V, type 10D 	440	1	1	0	0	0	hsa-miR-1185-5p	0.0121	0.0859	0.4921	0	-0.46	N/A
ACO1	ENST00000309951.6	aconitase 1, soluble 	738	2	0	1	1	1	hsa-miR-1185-5p	0.0030	0.0222	0.1517	0	-0.16	N/A
TMCO1	ENST00000392129.6	transmembrane and coiled-coil domains 1 	4447	1	0	0	1	5	hsa-miR-1185-5p	0.0005	0.0040	0.0273	0	-0.39	N/A
STRN	ENST00000263918.4	striatin, calmodulin binding protein 	476	1	0	1	0	0	hsa-miR-1185-5p	0.0011	0.0073	0.0322	0	-0.13	N/A
PLXNB1	ENST00000296440.6	plexin B1 	47	1	0	1	0	0	hsa-miR-1185-5p	0.0047	0.0339	0.2238	0	-0.02	N/A
ARL3	ENST00000260746.5	ADP-ribosylation factor-like 3 	1387	2	0	0	2	0	hsa-miR-1185-5p	0.0002	0.0012	0.0066	0	-0.34	N/A
NUP37	ENST00000552283.1	nucleoporin 37kDa 	458	1	1	0	0	0	hsa-miR-1185-5p	0.0052	0.0371	0.2308	0	-0.32	N/A
KB-1507C5.2	ENST00000524007.1	HCG15011, isoform CRA_a; Protein LOC100996457  	103	1	1	0	0	0	hsa-miR-1185-5p	0.0001	0.0008	0.0044	0	-0.31	N/A
CEP89	ENST00000305768.5	centrosomal protein 89kDa 	37	1	0	1	0	2	hsa-miR-1185-5p	0.0014	0.0102	0.0676	0	-0.04	N/A
CTNNBL1	ENST00000361383.6	catenin, beta like 1 	206	2	0	0	2	1	hsa-miR-1185-5p	0.0015	0.0112	0.0761	0	-0.23	N/A
CEP63	ENST00000337090.3	centrosomal protein 63kDa 	191	2	0	0	2	2	hsa-miR-1185-5p	0.0013	0.0097	0.0672	0	-0.16	N/A
SCARB2	ENST00000264896.2	scavenger receptor class B, member 2 	5609	1	0	0	1	0	hsa-miR-1185-5p	0.0009	0.0069	0.0480	0	-0.12	N/A
PIK3CA	ENST00000263967.3	phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha 	112	1	0	0	1	0	hsa-miR-1185-5p	0.0134	0.0964	0.6056	0	-0.09	N/A
KIAA0141	ENST00000194118.4	KIAA0141 	1078	1	0	1	0	0	hsa-miR-1185-5p	0.0041	0.0301	0.2060	0	-0.05	N/A
SSBP2	ENST00000320672.4	single-stranded DNA binding protein 2 	1996	1	0	0	1	0	hsa-miR-1185-5p	0.0014	0.0100	0.0707	0	-0.16	N/A
POC1A	ENST00000296484.2	POC1 centriolar protein A 	1025	1	1	0	0	1	hsa-miR-1185-5p	0.0005	0.0037	0.0187	0	-0.17	N/A
IMPA1	ENST00000311489.4	inositol(myo)-1(or 4)-monophosphatase 1 	309	1	0	0	1	3	hsa-miR-1185-5p	0.0002	0.0017	0.0108	0	-0.40	N/A
NXN	ENST00000575801.1	nucleoredoxin 	811	2	0	0	2	1	hsa-miR-1185-5p	0.0016	0.0115	0.0785	0	-0.21	N/A
COMTD1	ENST00000372538.3	catechol-O-methyltransferase domain containing 1 	138	1	0	1	0	0	hsa-miR-1185-5p	0.0007	0.0046	0.0273	0	-0.23	N/A
ECHDC2	ENST00000371522.4	enoyl CoA hydratase domain containing 2 	172	1	0	0	1	1	hsa-miR-1185-5p	0.0009	0.0066	0.0433	0	-0.22	N/A
HIC2	ENST00000407464.2	hypermethylated in cancer 2 	28	1	0	1	0	0	hsa-miR-1185-5p	0.0015	0.0109	0.0631	0	-0.02	N/A
PLA2G12A	ENST00000243501.5	phospholipase A2, group XIIA 	214	1	0	0	1	0	hsa-miR-1185-5p	0.0008	0.0057	0.0376	0	-0.16	N/A
THBS4	ENST00000350881.2	thrombospondin 4 	642	1	0	1	0	0	hsa-miR-1185-5p	0.0011	0.0078	0.0486	0	-0.27	N/A
HMX1	ENST00000400677.3	H6 family homeobox 1 	171	1	0	0	1	0	hsa-miR-1185-5p	0.0008	0.0055	0.0361	0	-0.04	N/A
GRHPR	ENST00000318158.6	glyoxylate reductase/hydroxypyruvate reductase 	572	1	0	1	0	0	hsa-miR-1185-5p	0.0002	0.0016	0.0090	0	-0.11	N/A
RCL1	ENST00000381750.4	RNA terminal phosphate cyclase-like 1 	203	1	0	0	1	1	hsa-miR-1185-5p	0.0036	0.0262	0.1831	0	-0.25	N/A
HNRNPA3	ENST00000411529.2	heterogeneous nuclear ribonucleoprotein A3 	329	1	0	0	1	0	hsa-miR-1185-5p	0.0002	0.0012	0.0081	0	-0.10	N/A
APOM	ENST00000375920.4	apolipoprotein M 	635	1	0	0	1	0	hsa-miR-1185-5p	0.0057	0.0407	0.2478	0	-0.47	N/A
C4orf32	ENST00000309733.5	chromosome 4 open reading frame 32 	325	1	0	1	0	1	hsa-miR-1185-5p	0.0006	0.0042	0.0234	0	-0.22	N/A
YIPF3	ENST00000372422.2	Yip1 domain family, member 3 	616	1	1	0	0	0	hsa-miR-1185-5p	0.0022	0.0160	0.1093	0	-0.31	N/A
NUF2	ENST00000367900.3	NUF2, NDC80 kinetochore complex component 	63	1	0	0	1	0	hsa-miR-1185-5p	0.0012	0.0090	0.0612	0	-0.14	N/A
CCNT2	ENST00000295238.6	cyclin T2 	381	1	0	1	0	0	hsa-miR-1185-5p	0.0018	0.0131	0.0893	0	-0.07	N/A
PLEKHA3	ENST00000234453.5	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 3 	767	1	0	1	0	3	hsa-miR-1185-5p	0.0017	0.0119	0.0690	0	-0.05	N/A
KCTD3	ENST00000259154.4	potassium channel tetramerization domain containing 3 	372	1	1	0	0	0	hsa-miR-1185-5p	0.0100	0.0698	0.3593	0	-0.28	N/A
ZYG11A	ENST00000371532.1	zyg-11 family member A, cell cycle regulator 	331	1	0	0	1	0	hsa-miR-1185-5p	0.0019	0.0140	0.0950	0	-0.22	N/A
COG5	ENST00000347053.3	component of oligomeric golgi complex 5 	455	1	0	0	1	0	hsa-miR-1185-5p	0.0012	0.0086	0.0610	0	-0.23	N/A
FANCB	ENST00000324138.3	Fanconi anemia, complementation group B 	54	1	0	0	1	0	hsa-miR-1185-5p	0.0010	0.0071	0.0502	0	-0.10	N/A
RPH3AL	ENST00000331302.7	rabphilin 3A-like (without C2 domains) 	60	1	0	0	1	0	hsa-miR-1185-5p	0.0001	0.0007	0.0048	0	-0.12	N/A
OCIAD2	ENST00000273860.4	OCIA domain containing 2 	344	1	0	0	1	0	hsa-miR-1185-5p	0.0001	0.0006	0.0043	0	-0.22	N/A
SCO1	ENST00000255390.5	SCO1 cytochrome c oxidase assembly protein 	1776	1	1	0	0	0	hsa-miR-1185-5p	0.0004	0.0025	0.0099	0	-0.21	N/A
RBKS	ENST00000302188.3	ribokinase 	428	1	0	0	1	0	hsa-miR-1185-5p	0.0001	0.0007	0.0036	0	-0.27	N/A
CHD7	ENST00000423902.2	chromodomain helicase DNA binding protein 7 	925	1	0	1	0	0	hsa-miR-1185-5p	0.0036	0.0264	0.1833	0	-0.11	N/A
ALG12	ENST00000330817.6	ALG12, alpha-1,6-mannosyltransferase 	356	1	0	0	1	0	hsa-miR-1185-5p	0.0022	0.0162	0.1104	0	-0.10	N/A
TACO1	ENST00000258975.6	translational activator of mitochondrially encoded cytochrome c oxidase I 	755	1	0	0	1	1	hsa-miR-1185-5p	0.0003	0.0025	0.0178	0	-0.14	N/A
MEAF6	ENST00000373075.2	MYST/Esa1-associated factor 6 	440	1	0	0	1	0	hsa-miR-1185-5p	0.0012	0.0092	0.0649	0	-0.04	N/A
FAM96A	ENST00000557835.1	family with sequence similarity 96, member A 	191	1	0	0	1	0	hsa-miR-1185-5p	0.0001	0.0007	0.0041	0	-0.18	N/A
TMED5	ENST00000479918.1	transmembrane emp24 protein transport domain containing 5 	612	1	0	1	0	0	hsa-miR-1185-5p	0.0010	0.0072	0.0452	0	-0.02	N/A
FAM104B	ENST00000472571.2	family with sequence similarity 104, member B 	599	1	0	1	0	0	hsa-miR-1185-5p	0.0002	0.0012	0.0046	0	-0.38	N/A
DNTTIP2	ENST00000436063.2	deoxynucleotidyltransferase, terminal, interacting protein 2 	599	1	0	1	0	0	hsa-miR-1185-5p	0.0003	0.0021	0.0101	0	-0.14	N/A
RAB32	ENST00000367495.3	RAB32, member RAS oncogene family 	1894	1	0	1	0	2	hsa-miR-1185-5p	0.0030	0.0217	0.1410	0	-0.31	N/A
ZFAND5	ENST00000237937.3	zinc finger, AN1-type domain 5 	2522	1	0	1	0	0	hsa-miR-1185-5p	0.0003	0.0019	0.0096	0	-0.10	N/A
GATA6	ENST00000269216.3	GATA binding protein 6 	691	1	0	0	1	0	hsa-miR-1185-5p	0.0002	0.0012	0.0066	0	-0.14	N/A
CNNM2	ENST00000369878.4	cyclin M2 	517	1	0	0	1	3	hsa-miR-1185-5p	0.0050	0.0360	0.2376	0	-0.02	N/A
WDR7	ENST00000254442.3	WD repeat domain 7 	365	1	0	0	1	1	hsa-miR-1185-5p	0.0150	0.1084	0.6910	0	-0.21	N/A
C17orf85	ENST00000158149.3	chromosome 17 open reading frame 85 	718	1	0	1	0	2	hsa-miR-1185-5p	0.0011	0.0077	0.0401	0	-0.06	N/A
OGFOD3	ENST00000329197.5	2-oxoglutarate and iron-dependent oxygenase domain containing 3 	2120	1	0	0	1	0	hsa-miR-1185-5p	0.0009	0.0067	0.0479	0	-0.14	N/A
KMT2E	ENST00000334877.4	lysine (K)-specific methyltransferase 2E 	654	1	0	0	1	0	hsa-miR-1185-5p	0.0040	0.0288	0.1948	0	-0.17	N/A
TRIM41	ENST00000315073.5	tripartite motif containing 41 	494	1	1	0	0	0	hsa-miR-1185-5p	0.0015	0.0107	0.0729	0	-0.27	N/A
OIP5	ENST00000220514.3	Opa interacting protein 5 	178	1	0	0	1	1	hsa-miR-1185-5p	0.0002	0.0013	0.0085	0	-0.12	N/A
ERP44	ENST00000262455.6	endoplasmic reticulum protein 44 	1530	1	1	0	0	0	hsa-miR-1185-5p	0.0022	0.0157	0.0998	0	-0.21	N/A
MPPE1	ENST00000588072.1	metallophosphoesterase 1 	1134	1	0	0	1	0	hsa-miR-1185-5p	0.0064	0.0457	0.2656	0	-0.14	N/A
MRPL17	ENST00000288937.6	mitochondrial ribosomal protein L17 	1447	1	0	0	1	0	hsa-miR-1185-5p	0.0002	0.0012	0.0075	0	-0.12	N/A
FIG4	ENST00000230124.3	FIG4 homolog, SAC1 lipid phosphatase domain containing (S. cerevisiae) 	138	1	0	0	1	0	hsa-miR-1185-5p	0.0009	0.0065	0.0450	0	-0.16	N/A
TK2	ENST00000299697.7	thymidine kinase 2, mitochondrial 	439	1	0	0	1	0	hsa-miR-1185-5p	0.0014	0.0102	0.0704	0	-0.10	N/A
ACP6	ENST00000369238.6	acid phosphatase 6, lysophosphatidic 	657	2	1	0	1	0	hsa-miR-1185-5p	0.0009	0.0065	0.0382	0	-0.38	N/A
CREBZF	ENST00000398294.2	CREB/ATF bZIP transcription factor 	1115	1	0	0	1	0	hsa-miR-1185-5p	0.0001	0.0010	0.0056	0	-0.17	N/A
PHF21A	ENST00000257821.4	PHD finger protein 21A 	301	1	0	0	1	0	hsa-miR-1185-5p	0.0005	0.0039	0.0278	0	-0.04	N/A
KIAA1715	ENST00000272748.4	KIAA1715 	858	2	0	1	1	2	hsa-miR-1185-5p	0.0030	0.0214	0.1415	0	-0.12	N/A
MESDC2	ENST00000261758.4	mesoderm development candidate 2 	1433	1	0	0	1	0	hsa-miR-1185-5p	0.0002	0.0015	0.0092	0	-0.13	N/A
CNOT7	ENST00000361272.4	CCR4-NOT transcription complex, subunit 7 	415	1	0	0	1	0	hsa-miR-1185-5p	0.0001	0.0007	0.0042	0	-0.17	N/A
IKBKAP	ENST00000374647.5	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase complex-associated protein 	608	1	0	0	1	0	hsa-miR-1185-5p	0.0038	0.0278	0.1958	0	-0.12	N/A
GLG1	ENST00000422840.2	golgi glycoprotein 1 	2175	1	0	1	0	2	hsa-miR-1185-5p	0.0023	0.0166	0.1136	0	-0.02	N/A
LRIG3	ENST00000379141.4	leucine-rich repeats and immunoglobulin-like domains 3 	366	1	0	1	0	0	hsa-miR-1185-5p	0.0007	0.0048	0.0295	0	-0.15	N/A
EXOC2	ENST00000230449.4	exocyst complex component 2 	192	1	0	0	1	0	hsa-miR-1185-5p	0.0015	0.0110	0.0753	0	-0.07	N/A
YARS2	ENST00000324868.8	tyrosyl-tRNA synthetase 2, mitochondrial 	192	1	0	1	0	0	hsa-miR-1185-5p	0.0006	0.0043	0.0228	0	-0.08	N/A
EIF2A	ENST00000460851.1	eukaryotic translation initiation factor 2A, 65kDa 	3166	2	2	0	0	0	hsa-miR-1185-5p	0.0002	0.0012	0.0043	0	-0.67	N/A
CWF19L2	ENST00000282251.5	CWF19-like 2, cell cycle control (S. pombe) 	118	1	0	1	0	0	hsa-miR-1185-5p	0.0002	0.0016	0.0088	0	-0.07	N/A
TTL	ENST00000233336.6	tubulin tyrosine ligase 	442	2	0	0	2	1	hsa-miR-1185-5p	0.0037	0.0269	0.1863	0	-0.21	N/A
PGAM1	ENST00000334828.5	phosphoglycerate mutase 1 (brain) 	927	1	0	1	0	0	hsa-miR-1185-5p	0.0002	0.0013	0.0069	0	-0.35	N/A
CSNK2A1	ENST00000349736.5	casein kinase 2, alpha 1 polypeptide 	1927	2	0	0	2	0	hsa-miR-1185-5p	0.0029	0.0213	0.1495	0	-0.42	N/A
LRPAP1	ENST00000500728.2	low density lipoprotein receptor-related protein associated protein 1 	1109	2	0	2	0	2	hsa-miR-1185-5p	0.0008	0.0054	0.0255	0	-0.20	N/A
PHAX	ENST00000297540.4	phosphorylated adaptor for RNA export 	309	1	1	0	0	0	hsa-miR-1185-5p	0.0002	0.0014	0.0052	0	-0.30	N/A
COG6	ENST00000455146.3	component of oligomeric golgi complex 6 	122	1	0	0	1	0	hsa-miR-1185-5p	0.0010	0.0071	0.0504	0	-0.18	N/A
MGAT1	ENST00000333055.3	mannosyl (alpha-1,3-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase 	831	1	0	0	1	1	hsa-miR-1185-5p	0.0020	0.0147	0.1039	0	-0.13	N/A
PCDHB2	ENST00000194155.4	protocadherin beta 2 	199	1	0	1	0	0	hsa-miR-1185-5p	0.0009	0.0065	0.0438	0	-0.19	N/A
COA4	ENST00000355693.4	cytochrome c oxidase assembly factor 4 homolog (S. cerevisiae) 	5127	1	0	0	1	3	hsa-miR-1185-5p	0.0002	0.0012	0.0073	0	-0.24	N/A
RUNDC1	ENST00000361677.1	RUN domain containing 1 	927	1	0	1	0	0	hsa-miR-1185-5p	0.0007	0.0047	0.0227	0	-0.10	N/A
EXD2	ENST00000409018.3	exonuclease 3'-5' domain containing 2 	3135	1	0	0	1	0	hsa-miR-1185-5p	0.0007	0.0048	0.0346	0	-0.15	N/A
CLN8	ENST00000331222.4	ceroid-lipofuscinosis, neuronal 8 (epilepsy, progressive with mental retardation) 	122	1	0	0	1	1	hsa-miR-1185-5p	0.0006	0.0043	0.0283	0	-0.03	N/A
TRIM11	ENST00000493030.2	tripartite motif containing 11 	727	2	0	0	2	2	hsa-miR-1185-5p	0.0010	0.0071	0.0499	0	-0.33	N/A
RAB13	ENST00000368575.3	RAB13, member RAS oncogene family 	26	1	0	1	0	0	hsa-miR-1185-5p	0.0006	0.0047	0.0308	0	-0.03	N/A
MYO1E	ENST00000288235.4	myosin IE 	198	1	0	0	1	0	hsa-miR-1185-5p	0.0005	0.0036	0.0258	0	-0.08	N/A
INPP4A	ENST00000409016.4	inositol polyphosphate-4-phosphatase, type I, 107kDa 	387	2	1	0	1	0	hsa-miR-1185-5p	0.0070	0.0500	0.3157	0	-0.04	N/A
SMIM8	ENST00000392863.1	small integral membrane protein 8 	449	1	0	0	1	0	hsa-miR-1185-5p	0.0001	0.0006	0.0036	0	-0.23	N/A
TMEM214	ENST00000238788.9	transmembrane protein 214 	1344	1	0	0	1	0	hsa-miR-1185-5p	0.0001	0.0005	0.0029	0	-0.15	N/A
FARSB	ENST00000281828.6	phenylalanyl-tRNA synthetase, beta subunit 	1883	2	0	0	2	1	hsa-miR-1185-5p	0.0001	0.0008	0.0048	0	-0.35	N/A
ECHDC3	ENST00000379215.4	enoyl CoA hydratase domain containing 3 	315	1	0	0	1	2	hsa-miR-1185-5p	0.0002	0.0014	0.0078	0	-0.16	N/A
CPE	ENST00000402744.4	carboxypeptidase E 	282	1	0	1	0	0	hsa-miR-1185-5p	0.0004	0.0023	0.0097	0	-0.13	N/A
BFAR	ENST00000261658.2	bifunctional apoptosis regulator 	376	1	0	0	1	0	hsa-miR-1185-5p	0.0035	0.0253	0.1772	0	-0.23	N/A
GLIPR1	ENST00000266659.3	GLI pathogenesis-related 1 	623	1	0	0	1	0	hsa-miR-1185-5p	0.0001	0.0007	0.0037	0	-0.23	N/A
NSMCE1	ENST00000361439.4	non-SMC element 1 homolog (S. cerevisiae) 	1418	2	0	0	2	0	hsa-miR-1185-5p	0.0004	0.0027	0.0182	0	-0.27	N/A
NUFIP2	ENST00000225388.4	nuclear fragile X mental retardation protein interacting protein 2 	440	1	0	0	1	0	hsa-miR-1185-5p	0.0059	0.0434	0.2957	0	-0.01	N/A
AKT1	ENST00000554581.1	v-akt murine thymoma viral oncogene homolog 1 	214	1	0	0	1	1	hsa-miR-1185-5p	0.0023	0.0165	0.1182	0	-0.08	N/A
MTHFD1	ENST00000216605.8	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1, methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthetase 	4677	2	0	0	2	4	hsa-miR-1185-5p	0.0002	0.0013	0.0082	0	-0.16	N/A
SCOC	ENST00000608372.1	short coiled-coil protein 	922	2	0	0	2	1	hsa-miR-1185-5p	0.0004	0.0027	0.0190	0	-0.33	N/A
DHX34	ENST00000328771.4	DEAH (Asp-Glu-Ala-His) box polypeptide 34 	469	1	0	0	1	0	hsa-miR-1185-5p	0.0046	0.0341	0.2392	0	-0.10	N/A
EBNA1BP2	ENST00000431635.2	EBNA1 binding protein 2 	930	1	0	1	0	0	hsa-miR-1185-5p	0.0002	0.0012	0.0051	0	-0.26	N/A
EXOC3	ENST00000512944.1	exocyst complex component 3 	463	1	0	0	1	1	hsa-miR-1185-5p	0.0011	0.0084	0.0577	0	-0.09	N/A
EMC2	ENST00000220853.3	ER membrane protein complex subunit 2 	756	1	0	1	0	0	hsa-miR-1185-5p	0.0003	0.0018	0.0096	0	-0.13	N/A
RPS19	ENST00000598742.1	ribosomal protein S19 	1150	1	0	1	0	0	hsa-miR-1185-5p	0.0003	0.0024	0.0133	0	-0.19	N/A
ORC4	ENST00000392857.5	origin recognition complex, subunit 4 	1180	3	1	1	1	0	hsa-miR-1185-5p	0.0017	0.0121	0.0794	0	-0.40	N/A
ATP6V1E1	ENST00000253413.5	ATPase, H+ transporting, lysosomal 31kDa, V1 subunit E1 	2139	1	0	0	1	2	hsa-miR-1185-5p	0.0003	0.0025	0.0177	0	-0.39	N/A
DMD	ENST00000378677.2	dystrophin 	211	1	0	0	1	0	hsa-miR-1185-5p	0.0029	0.0207	0.1384	0	-0.10	N/A
CASK	ENST00000421587.2	calcium/calmodulin-dependent serine protein kinase (MAGUK family) 	892	3	0	0	3	1	hsa-miR-1185-5p	0.0014	0.0103	0.0695	0	-0.10	N/A
GLUL	ENST00000331872.6	glutamate-ammonia ligase 	1073	1	0	1	0	0	hsa-miR-1185-5p	0.0003	0.0023	0.0128	0	-0.18	N/A
TYW5	ENST00000354611.4	tRNA-yW synthesizing protein 5 	148	1	1	0	0	0	hsa-miR-1185-5p	0.0004	0.0031	0.0189	0	-0.29	N/A
