Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
CHSY1	ENST00000254190.3	chondroitin sulfate synthase 1 	200	3	0	3	0	1	hsa-miR-6779-5p				0	-0.10	N/A
INTS12	ENST00000394735.1	integrator complex subunit 12 	237	1	1	0	0	0	hsa-miR-1273h-5p				0	-0.46	N/A
SLC44A1	ENST00000374720.3	solute carrier family 44 (choline transporter), member 1 	407	2	1	1	0	0	hsa-miR-1273h-5p				0	-0.05	N/A
ZNF607	ENST00000355202.4	zinc finger protein 607 	667	7	6	1	0	0	hsa-miR-1273h-5p				0	-0.34	N/A
FKRP	ENST00000318584.5	fukutin related protein 	989	2	0	2	0	1	hsa-miR-6779-5p				0	-0.13	N/A
EMC8	ENST00000253457.3	ER membrane protein complex subunit 8 	975	6	1	4	1	0	hsa-miR-1273h-5p				0	-0.50	N/A
NPAT	ENST00000278612.8	nuclear protein, ataxia-telangiectasia locus 	163	1	0	1	0	1	hsa-miR-1273h-5p				0	-0.02	N/A
SIPA1	ENST00000534313.1	signal-induced proliferation-associated 1 	424	2	0	2	0	1	hsa-miR-6779-5p				0	-0.11	N/A
C9orf114	ENST00000361256.5	chromosome 9 open reading frame 114 	488	2	0	1	1	1	hsa-miR-6780a-5p				0	-0.09	N/A
GRSF1	ENST00000254799.6	G-rich RNA sequence binding factor 1 	4414	3	1	2	0	1	hsa-miR-1273h-5p				0	-0.36	N/A
SERINC1	ENST00000339697.4	serine incorporator 1 	2408	3	0	0	3	2	hsa-miR-3689b-3p				0	-0.14	N/A
BRMS1L	ENST00000216807.7	breast cancer metastasis-suppressor 1-like 	230	3	2	1	0	0	hsa-miR-30b-3p				0	-0.13	N/A
PIN1	ENST00000247970.4	peptidylprolyl cis/trans isomerase, NIMA-interacting 1 	934	2	0	2	0	3	hsa-miR-6780a-5p				0	-0.25	N/A
YBX1	ENST00000321358.7	Y box binding protein 1 	4740	1	1	0	0	0	hsa-miR-1273h-5p				0	-0.17	N/A
DSN1	ENST00000426836.1	DSN1, MIS12 kinetochore complex component 	350	4	4	0	0	0	hsa-miR-6779-5p				0	-0.71	N/A
UCK2	ENST00000372212.4	uridine-cytidine kinase 2 	437	1	0	0	1	3	hsa-miR-1273h-5p				0	-0.01	N/A
TLE3	ENST00000558939.1	transducin-like enhancer of split 3 (E(sp1) homolog, Drosophila) 	520	1	0	1	0	0	hsa-miR-1273h-5p				0	-0.02	N/A
ECI1	ENST00000301729.4	enoyl-CoA delta isomerase 1 	840	1	0	1	0	0	hsa-miR-30b-3p				0	-0.33	N/A
TARS	ENST00000265112.3	threonyl-tRNA synthetase 	1258	2	1	0	1	0	hsa-miR-1273h-5p				0	-0.30	N/A
NABP1	ENST00000410026.2	nucleic acid binding protein 1 	938	1	1	0	0	1	hsa-miR-1273h-5p				0	-0.05	N/A
KIF5B	ENST00000302418.4	kinesin family member 5B 	635	1	1	0	0	0	hsa-miR-1273h-5p				0	-0.13	N/A
PPIL4	ENST00000340881.2	peptidylprolyl isomerase (cyclophilin)-like 4 	1565	8	6	2	0	3	hsa-miR-1273h-5p				0	-1.38	N/A
TCIRG1	ENST00000265686.3	T-cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 subunit A3 	2756	1	0	1	0	2	hsa-miR-6780a-5p				0	-0.05	N/A
CEP76	ENST00000262127.2	centrosomal protein 76kDa 	313	3	3	0	0	0	hsa-miR-1273h-5p				0	-0.20	N/A
AKR7A2	ENST00000235835.3	aldo-keto reductase family 7, member A2 (aflatoxin aldehyde reductase) 	1134	7	2	4	1	1	hsa-miR-30b-3p				0	-0.54	N/A
S1PR1	ENST00000305352.6	sphingosine-1-phosphate receptor 1 	251	3	1	1	1	1	hsa-miR-6780a-5p				0	-0.21	N/A
IFFO1	ENST00000436152.2	intermediate filament family orphan 1 	552	1	1	0	0	0	hsa-miR-6779-5p				0	-0.26	N/A
RBFA	ENST00000262197.7	ribosome binding factor A (putative) 	131	1	1	0	0	0	hsa-miR-6779-5p				0	-0.06	N/A
ACSF2	ENST00000427954.2	acyl-CoA synthetase family member 2 	1502	2	1	1	0	3	hsa-miR-1273h-5p				0	-0.51	N/A
EIF2B3	ENST00000360403.2	eukaryotic translation initiation factor 2B, subunit 3 gamma, 58kDa 	901	2	0	1	1	1	hsa-miR-6779-5p				0	-0.36	N/A
MPPE1	ENST00000588072.1	metallophosphoesterase 1 	1134	2	1	1	0	0	hsa-miR-1273h-5p				0	-0.15	N/A
NECAP2	ENST00000337132.5	NECAP endocytosis associated 2 	1011	2	1	1	0	0	hsa-miR-1273h-5p				0	-0.23	N/A
CDIPT	ENST00000563415.1	CDP-diacylglycerol--inositol 3-phosphatidyltransferase 	183	1	0	1	0	0	hsa-miR-6780a-5p				0	-0.18	N/A
RP1-170O19.20	ENST00000470747.4	Uncharacterized protein  	151	2	0	0	2	0	hsa-miR-1273h-5p				0	-0.12	N/A
RRN3	ENST00000198767.6	RRN3 RNA polymerase I transcription factor homolog (S. cerevisiae) 	470	2*	1	0	0	0	hsa-miR-1273h-5p				0	-0.03	N/A
RMDN1	ENST00000406452.3	regulator of microtubule dynamics 1 	919	1	1	0	0	0	hsa-miR-1273h-5p				0	-0.15	N/A
LSMD1	ENST00000575071.1	LSM domain containing 1 	680	1	0	0	1	0	hsa-miR-6779-5p				0	-0.29	N/A
POLI	ENST00000579534.1	polymerase (DNA directed) iota 	321	2	1	1	0	1	hsa-miR-6780a-5p				0	-0.06	N/A
CETN3	ENST00000283122.3	centrin, EF-hand protein, 3 	498	1	0	1	0	1	hsa-miR-30b-3p				0	-0.23	N/A
THOC5	ENST00000490103.1	THO complex 5 	587	3	2	1	0	0	hsa-miR-1273h-5p				0	-0.27	N/A
CSGALNACT2	ENST00000374466.3	chondroitin sulfate N-acetylgalactosaminyltransferase 2 	128	2	0	1	1	1	hsa-miR-30b-3p				0	-0.19	N/A
ZNRF2	ENST00000323037.4	zinc and ring finger 2 	403	1	0	0	1	0	hsa-miR-3689b-3p				0	-0.18	N/A
FXYD5	ENST00000588699.1	FXYD domain containing ion transport regulator 5 	5590	2	2	0	0	0	hsa-miR-1273h-5p				0	-0.51	N/A
TMEM223	ENST00000307366.7	transmembrane protein 223 	494	1	0	0	1	0	hsa-miR-30b-3p				0	-0.22	N/A
FTL	ENST00000331825.6	ferritin, light polypeptide 	9158	1	0	1	0	2	hsa-miR-6780a-5p				0	-0.39	N/A
STK16	ENST00000409638.3	serine/threonine kinase 16 	1416	2	0	1	1	2	hsa-miR-1273h-5p				0	-0.38	N/A
PPIL2	ENST00000406385.1	peptidylprolyl isomerase (cyclophilin)-like 2 	1911	1	1	0	0	1	hsa-miR-30b-3p				0	-0.25	N/A
APP	ENST00000346798.3	amyloid beta (A4) precursor protein 	4570	2	1	0	1	1	hsa-miR-3689a-3p				0	-0.20	N/A
DHX34	ENST00000328771.4	DEAH (Asp-Glu-Ala-His) box polypeptide 34 	469	1	0	1	0	0	hsa-miR-6780a-5p				0	-0.12	N/A
COX19	ENST00000344111.3	cytochrome c oxidase assembly homolog 19 (S. cerevisiae) 	734	1	0	0	1	0	hsa-miR-3689a-3p				0	-0.18	N/A
TMOD3	ENST00000308580.7	tropomodulin 3 (ubiquitous) 	1533	4	2	2	0	0	hsa-miR-1273h-5p				0	-0.52	N/A
DMKN	ENST00000472252.2	dermokine 	660	4	2	2	0	0	hsa-miR-1273h-5p				0	-0.73	N/A
MGAT1	ENST00000333055.3	mannosyl (alpha-1,3-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase 	831	2	0	1	1	2	hsa-miR-1273h-5p				0	-0.13	N/A
SCNM1	ENST00000368905.4	sodium channel modifier 1 	908	2	1	1	0	1	hsa-miR-1273h-5p				0	-0.41	N/A
MAPK1	ENST00000215832.6	mitogen-activated protein kinase 1 	630	5	1	2	2	1	hsa-miR-6779-5p				0	-0.28	N/A
RPP30	ENST00000413330.1	ribonuclease P/MRP 30kDa subunit 	494	1	0	1	0	1	hsa-miR-6780a-5p				0	-0.21	N/A
HMGN3	ENST00000275036.7	high mobility group nucleosomal binding domain 3 	2124	1	0	1	0	1	hsa-miR-30b-3p				0	-0.35	N/A
MLH1	ENST00000231790.2	mutL homolog 1 	560	2	1	1	0	0	hsa-miR-1273h-5p				0	-0.38	N/A
COX7C	ENST00000509578.1	cytochrome c oxidase subunit VIIc 	387	1	0	0	1	0	hsa-miR-3689a-3p				0	-0.16	N/A
HOXA9	ENST00000396345.1	homeobox A9 	151	2	0	0	2	0	hsa-miR-1273h-5p				0	-0.11	N/A
CAST	ENST00000395812.2	calpastatin 	4674	1	0	1	0	1	hsa-miR-3689a-3p				0	-0.18	N/A
TFCP2	ENST00000257915.5	transcription factor CP2 	1274	3	3	0	0	1	hsa-miR-1273h-5p				0	-0.28	N/A
EBNA1BP2	ENST00000431635.2	EBNA1 binding protein 2 	930	1	1	0	0	0	hsa-miR-1273h-5p				0	-0.34	N/A
LMAN2L	ENST00000264963.4	lectin, mannose-binding 2-like 	355	1	0	1	0	0	hsa-miR-30b-3p				0	-0.12	N/A
ANXA5	ENST00000296511.5	annexin A5 	9387	1	0	1	0	0	hsa-miR-30b-3p				0	-0.29	N/A
MKKS	ENST00000347364.3	McKusick-Kaufman syndrome 	543	1	0	0	1	3	hsa-miR-3689a-3p				0	-0.14	N/A
BRWD1	ENST00000342449.3	bromodomain and WD repeat domain containing 1 	96	1	0	1	0	1	hsa-miR-1273h-5p				0	-0.02	N/A
RASSF4	ENST00000374417.2	Ras association (RalGDS/AF-6) domain family member 4 	515	2	0	1	1	2	hsa-miR-6779-5p				0	-0.25	N/A
BOD1	ENST00000311086.4	biorientation of chromosomes in cell division 1 	1465	1	1	0	0	0	hsa-miR-1273h-5p				0	-0.14	N/A
CADM1	ENST00000452722.3	cell adhesion molecule 1 	676	2	0	2	0	4	hsa-miR-6780a-5p				0	-0.21	N/A
C12orf29	ENST00000356891.3	chromosome 12 open reading frame 29 	1322	1	0	0	1	0	hsa-miR-1273h-5p				0	-0.12	N/A
SF3B3	ENST00000302516.5	splicing factor 3b, subunit 3, 130kDa 	2541	6	2	2	2	0	hsa-miR-6779-5p				0	-0.14	N/A
SNF8	ENST00000502492.1	SNF8, ESCRT-II complex subunit 	230	1	0	0	1	0	hsa-miR-6780a-5p				0	-0.09	N/A
COQ4	ENST00000609948.1	coenzyme Q4 homolog (S. cerevisiae) 	2366	3	1	2	0	0	hsa-miR-1273h-5p				0	-0.55	N/A
BRD3	ENST00000303407.7	bromodomain containing 3 	77	1	0	1	0	0	hsa-miR-1273h-5p				0	-0.02	N/A
RRM1	ENST00000300738.5	ribonucleotide reductase M1 	2673	1	0	1	0	0	hsa-miR-30b-3p				0	-0.22	N/A
PRSS23	ENST00000280258.5	protease, serine, 23 	10562	2	1	1	0	0	hsa-miR-3689a-3p				0	-0.35	N/A
CREB1	ENST00000432329.2	cAMP responsive element binding protein 1 	295	1	0	1	0	0	hsa-miR-6780a-5p				0	-0.09	N/A
NUP85	ENST00000447371.2	nucleoporin 85kDa 	1999	1	1	0	0	0	hsa-miR-1273h-5p				0	-0.28	N/A
ACAD8	ENST00000281182.4	acyl-CoA dehydrogenase family, member 8 	329	1	1	0	0	0	hsa-miR-6779-5p				0	-0.10	N/A
SCOC	ENST00000608372.1	short coiled-coil protein 	922	2	1	0	1	0	hsa-miR-3689b-3p				0	-0.40	N/A
YTHDC1	ENST00000344157.4	YTH domain containing 1 	307	1	0	1	0	2	hsa-miR-3689a-3p				0	-0.12	N/A
RAB11A	ENST00000569896.1	RAB11A, member RAS oncogene family 	5781	1	1	0	0	0	hsa-miR-6779-5p				0	-0.16	N/A
TBC1D15	ENST00000550746.1	TBC1 domain family, member 15 	1164	1	1	0	0	1	hsa-miR-1273h-5p				0	-0.10	N/A
STX7	ENST00000367941.2	syntaxin 7 	1395	2	1	1	0	1	hsa-miR-3689b-3p				0	-0.22	N/A
MOV10	ENST00000413052.2	Mov10, Moloney leukemia virus 10, homolog (mouse) 	248	1	0	1	0	0	hsa-miR-30b-3p				0	-0.07	N/A
ACP6	ENST00000369238.6	acid phosphatase 6, lysophosphatidic 	657	1	0	1	0	1	hsa-miR-6779-5p				0	-0.26	N/A
SEPHS1	ENST00000545675.1	selenophosphate synthetase 1 	281	1	1	0	0	1	hsa-miR-1273h-5p				0	-0.10	N/A
MAD2L1BP	ENST00000372171.4	MAD2L1 binding protein 	1294	2	1	1	0	0	hsa-miR-6779-5p				0	-0.37	N/A
ZNF581	ENST00000587252.1	zinc finger protein 581 	1889	4	3	0	1	0	hsa-miR-1273h-5p				0	-1.08	N/A
SLC25A4	ENST00000281456.6	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 4 	1169	2	2	0	0	0	hsa-miR-30b-3p				0	-0.49	N/A
CLEC17A	ENST00000417570.1	C-type lectin domain family 17, member A 	5	3	2	1	0	1	hsa-miR-1273h-5p				0	-1.36	N/A
DNAJB4	ENST00000370763.5	DnaJ (Hsp40) homolog, subfamily B, member 4 	633	5	3	2	0	2	hsa-miR-1273h-5p				0	-0.55	N/A
GEMIN4	ENST00000319004.5	gem (nuclear organelle) associated protein 4 	339	2	0	1	1	0	hsa-miR-6780a-5p				0	-0.15	N/A
ITPA	ENST00000380113.3	inosine triphosphatase (nucleoside triphosphate pyrophosphatase) 	187	1	0	1	0	1	hsa-miR-6780a-5p				0	-0.07	N/A
ZNF146	ENST00000443387.2	zinc finger protein 146 	3086	2	1	1	0	0	hsa-miR-6780a-5p				0	-0.29	N/A
ZMAT2	ENST00000274712.3	zinc finger, matrin-type 2 	1926	1	1	0	0	0	hsa-miR-1273h-5p				0	-0.24	N/A
MCM6	ENST00000264156.2	minichromosome maintenance complex component 6 	2789	1	0	0	1	0	hsa-miR-3689b-3p				0	-0.23	N/A
MTHFD1	ENST00000216605.8	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1, methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthetase 	4677	4	3	1	0	4	hsa-miR-6780a-5p				0	-0.18	N/A
OS9	ENST00000389142.5	osteosarcoma amplified 9, endoplasmic reticulum lectin 	1038	3	0	3	0	4	hsa-miR-1273h-5p				0	-0.25	N/A
ESF1	ENST00000202816.1	ESF1, nucleolar pre-rRNA processing protein, homolog (S. cerevisiae) 	180	1	0	1	0	0	hsa-miR-1273h-5p				0	-0.02	N/A
HSPA13	ENST00000285667.3	heat shock protein 70kDa family, member 13 	2175	2	1	1	0	1	hsa-miR-1273h-5p				0	-0.16	N/A
LPXN	ENST00000395074.2	leupaxin 	1533	1	1	0	0	0	hsa-miR-6779-5p				0	-0.28	N/A
MON2	ENST00000546600.1	MON2 homolog (S. cerevisiae) 	784	1	1	0	0	0	hsa-miR-1273h-5p				0	-0.03	N/A
FADS1	ENST00000350997.7	fatty acid desaturase 1 	1170	1	1	0	0	1	hsa-miR-1273h-5p				0	-0.06	N/A
EMILIN2	ENST00000254528.3	elastin microfibril interfacer 2 	272	1	1	0	0	0	hsa-miR-6779-5p				0	-0.10	N/A
ATG7	ENST00000354449.3	autophagy related 7 	1467	3	0	2	1	0	hsa-miR-6780a-5p				0	-0.15	N/A
TROAP	ENST00000257909.3	trophinin associated protein 	270	1	0	1	0	2	hsa-miR-6780a-5p				0	-0.15	N/A
SMC2	ENST00000374793.3	structural maintenance of chromosomes 2 	212	1	0	1	0	0	hsa-miR-1273h-5p				0	-0.02	N/A
RPS6KA3	ENST00000379565.3	ribosomal protein S6 kinase, 90kDa, polypeptide 3 	769	1	0	0	1	1	hsa-miR-1273h-5p				0	-0.01	N/A
YWHAB	ENST00000353703.4	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide 	272	1	0	0	1	0	hsa-miR-6779-5p				0	-0.09	N/A
MTHFD1L	ENST00000367321.3	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like 	2336	7	1	5	1	1	hsa-miR-1273h-5p				0	-0.34	N/A
TRIM35	ENST00000305364.4	tripartite motif containing 35 	470	1	0	0	1	0	hsa-miR-6779-5p				0	-0.10	N/A
TMEM199	ENST00000292114.3	transmembrane protein 199 	739	1	0	1	0	0	hsa-miR-6780a-5p				0	-0.15	N/A
GATSL2	ENST00000426327.3	GATS protein-like 2 	5	8	5	2	1	2	hsa-miR-1273h-5p				0	-1.17	N/A
SRD5A1	ENST00000274192.5	steroid-5-alpha-reductase, alpha polypeptide 1 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 1) 	2684	1	1	0	0	3	hsa-miR-1273h-5p				0	-0.21	N/A
PLCB4	ENST00000378493.1	phospholipase C, beta 4 	34	1	0	0	1	0	hsa-miR-1273h-5p				0	-0.01	N/A
GFPT1	ENST00000357308.4	glutamine--fructose-6-phosphate transaminase 1 	1313	1	1	0	0	0	hsa-miR-1273h-5p				0	-0.03	N/A
SLC22A3	ENST00000392145.1	solute carrier family 22 (organic cation transporter), member 3 	86	1	0	0	1	2	hsa-miR-30b-3p				0	-0.03	N/A
ATP6V1E1	ENST00000253413.5	ATPase, H+ transporting, lysosomal 31kDa, V1 subunit E1 	2139	1	1	0	0	0	hsa-miR-1273h-5p				0	-0.19	N/A
CDR1as	CDR1as	circular RNA CDR1as	1	1	0	1	0	0	hsa-miR-1273h-5p				0	-1.03	N/A
ZNF292	ENST00000369577.3	zinc finger protein 292 	230	2	2	0	0	1	hsa-miR-1273h-5p				0	-0.06	N/A
ARHGAP29	ENST00000260526.6	Rho GTPase activating protein 29 	451	2	1	1	0	1	hsa-miR-30b-3p				0	-0.07	N/A
PLEKHG1	ENST00000367328.1	pleckstrin homology domain containing, family G (with RhoGef domain) member 1 	106	1	0	1	0	0	hsa-miR-1273h-5p				0	-0.02	N/A
CASK	ENST00000421587.2	calcium/calmodulin-dependent serine protein kinase (MAGUK family) 	892	2	0	2	0	1	hsa-miR-1273h-5p				0	-0.11	N/A
NT5C2	ENST00000343289.5	5'-nucleotidase, cytosolic II 	468	1	0	0	1	1	hsa-miR-1273h-5p				0	-0.19	N/A
SLC6A19	ENST00000304460.10	solute carrier family 6 (neutral amino acid transporter), member 19 	139	1	1	0	0	1	hsa-miR-1273h-5p				0	-0.04	N/A
TMEM216	ENST00000334888.5	transmembrane protein 216 	616	1	0	1	0	0	hsa-miR-6780a-5p				0	-0.23	N/A
SP3	ENST00000310015.6	Sp3 transcription factor 	285	2	2	0	0	2	hsa-miR-30b-3p				0	-0.11	N/A
SH3D19	ENST00000409598.4	SH3 domain containing 19 	245	3	2	1	0	0	hsa-miR-6780a-5p				0	-0.11	N/A
GSTM3	ENST00000540225.1	glutathione S-transferase mu 3 (brain) 	1071	1	0	0	1	0	hsa-miR-6779-5p				0	-0.14	N/A
MTDH	ENST00000336273.3	metadherin 	5192	1	1	0	0	1	hsa-miR-6780a-5p				0	-0.03	N/A
FOXD1	ENST00000499003.3	forkhead box D1 	423	1	1	0	0	0	hsa-miR-1273h-5p				0	-0.22	N/A
DHTKD1	ENST00000263035.4	dehydrogenase E1 and transketolase domain containing 1 	621	1	1	0	0	0	hsa-miR-1273h-5p				0	-0.07	N/A
GNPTG	ENST00000204679.4	N-acetylglucosamine-1-phosphate transferase, gamma subunit 	677	2	1	1	0	4	hsa-miR-6779-5p				0	-0.26	N/A
ANKRD13C	ENST00000370944.4	ankyrin repeat domain 13C 	369	1	0	1	0	0	hsa-miR-6780a-5p				0	-0.25	N/A
MASTL	ENST00000342386.6	microtubule associated serine/threonine kinase-like 	317	2	1	1	0	0	hsa-miR-3689b-3p				0	-0.15	N/A
HERPUD1	ENST00000379792.2	homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1 	804	1	1	0	0	0	hsa-miR-1273h-5p				0	-0.21	N/A
SLC27A4	ENST00000300456.4	solute carrier family 27 (fatty acid transporter), member 4 	523	1	1	0	0	0	hsa-miR-1273h-5p				0	-0.03	N/A
ADAT1	ENST00000307921.3	adenosine deaminase, tRNA-specific 1 	597	1	1	0	0	1	hsa-miR-1273h-5p				0	-0.05	N/A
MRPS23	ENST00000313608.8	mitochondrial ribosomal protein S23 	7140	3	2	1	0	1	hsa-miR-1273h-5p				0	-0.46	N/A
KRIT1	ENST00000394507.1	KRIT1, ankyrin repeat containing 	574	1	0	0	1	0	hsa-miR-6779-5p				0	-0.16	N/A
TRMT10C	ENST00000309922.6	tRNA methyltransferase 10 homolog C (S. cerevisiae) 	655	1	0	1	0	1	hsa-miR-6780a-5p				0	-0.14	N/A
CRIPT	ENST00000238892.3	cysteine-rich PDZ-binding protein 	1213	6	4	1	1	3	hsa-miR-1273h-5p				0	-0.96	N/A
MCTS1	ENST00000371317.5	malignant T cell amplified sequence 1 	6611	3	3	0	0	3	hsa-miR-1273h-5p				0	-0.57	N/A
LAX1	ENST00000442561.2	lymphocyte transmembrane adaptor 1 	5	4	3	0	1	0	hsa-miR-1273h-5p				0	-0.86	N/A
PPP6R2	ENST00000359139.3	protein phosphatase 6, regulatory subunit 2 	1255	1	0	0	1	0	hsa-miR-6779-5p				0	-0.27	N/A
NAA38	ENST00000249299.2	N(alpha)-acetyltransferase 38, NatC auxiliary subunit 	458	1	0	0	1	2	hsa-miR-3689b-3p				0	-0.18	N/A
ARGFX	ENST00000334384.3	arginine-fifty homeobox 	5	7*	4	2	0	0	hsa-miR-1273h-5p				0	-0.77	N/A
TTC37	ENST00000358746.2	tetratricopeptide repeat domain 37 	296	1	1	0	0	0	hsa-miR-1273h-5p				0	-0.03	N/A
RAPH1	ENST00000319170.5	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1 	126	1	1	0	0	1	hsa-miR-1273h-5p				0	-0.03	N/A
PGLS	ENST00000252603.2	6-phosphogluconolactonase 	14824	2	2	0	0	0	hsa-miR-1273h-5p				0	-0.61	N/A
DHX40	ENST00000251241.4	DEAH (Asp-Glu-Ala-His) box polypeptide 40 	538	4	1	3	0	0	hsa-miR-6780a-5p				0	-0.16	N/A
INTS7	ENST00000366994.3	integrator complex subunit 7 	431	2	1	1	0	0	hsa-miR-1273h-5p				0	-0.14	N/A
GLA	ENST00000218516.3	galactosidase, alpha 	206	1	0	0	1	0	hsa-miR-1273h-5p				0	-0.11	N/A
NR2F6	ENST00000291442.3	nuclear receptor subfamily 2, group F, member 6 	814	1	1	0	0	1	hsa-miR-1273h-5p				0	-0.28	N/A
SLC35E2	ENST00000246421.4	solute carrier family 35, member E2 	5	6	2	4	0	1	hsa-miR-1273h-5p				0	-0.75	N/A
GPC4	ENST00000370828.3	glypican 4 	542	5	1	4	0	0	hsa-miR-6780a-5p				0	-0.33	N/A
NCKAP1	ENST00000361354.4	NCK-associated protein 1 	700	6	1	3	2	2	hsa-miR-1273h-5p				0	-0.11	N/A
CCDC171	ENST00000380701.3	coiled-coil domain containing 171 	25	1	0	1	0	0	hsa-miR-1273h-5p				0	-0.02	N/A
FANCM	ENST00000267430.5	Fanconi anemia, complementation group M 	38	1	0	1	0	1	hsa-miR-1273h-5p				0	-0.02	N/A
GLYAT	ENST00000344743.3	glycine-N-acyltransferase 	5	7	2	3	2	1	hsa-miR-1273h-5p				0	-0.74	N/A
ENAH	ENST00000366844.3	enabled homolog (Drosophila) 	415	2	2	0	0	1	hsa-miR-1273h-5p				0	-0.06	N/A
CKAP5	ENST00000529230.1	cytoskeleton associated protein 5 	2192	1	0	0	1	0	hsa-miR-3689a-3p				0	-0.13	N/A
TRIM27	ENST00000377194.3	tripartite motif containing 27 	492	2	0	2	0	0	hsa-miR-3689a-3p				0	-0.11	N/A
C6orf25	ENST00000375810.4	chromosome 6 open reading frame 25 	5	2	2	0	0	2	hsa-miR-1273h-5p				0	-0.67	N/A
AQP6	ENST00000315520.5	aquaporin 6, kidney specific 	5	5	2	2	1	1	hsa-miR-1273h-5p				0	-0.69	N/A
RPL37A	ENST00000491306.1	ribosomal protein L37a 	5920	6	3	3	0	1	hsa-miR-1273h-5p				0	-1.13	N/A
GDAP2	ENST00000369443.5	ganglioside induced differentiation associated protein 2 	656	2	1	1	0	0	hsa-miR-1273h-5p				0	-0.05	N/A
CTNS	ENST00000046640.3	cystinosin, lysosomal cystine transporter 	308	1	0	1	0	4	hsa-miR-6779-5p				0	-0.04	N/A
SGSM2	ENST00000426855.2	small G protein signaling modulator 2 	381	3	2	1	0	2	hsa-miR-30b-3p				0	-0.31	N/A
VLDLR	ENST00000382100.3	very low density lipoprotein receptor 	977	1	0	0	1	0	hsa-miR-1273h-5p				0	-0.04	N/A
RBP4	ENST00000371464.3	retinol binding protein 4, plasma 	17402	1	0	0	1	0	hsa-miR-30b-3p				0	-0.17	N/A
NSUN4	ENST00000474844.1	NOP2/Sun domain family, member 4 	422	2	1	1	0	0	hsa-miR-6779-5p				0	-0.12	N/A
DROSHA	ENST00000511367.2	drosha, ribonuclease type III 	3272	1	1	0	0	0	hsa-miR-1273h-5p				0	-0.39	N/A
CLEC4C	ENST00000542353.1	C-type lectin domain family 4, member C 	5	4	4	0	0	1	hsa-miR-1273h-5p				0	-0.72	N/A
THBS2	ENST00000366787.3	thrombospondin 2 	372	2	0	1	1	1	hsa-miR-30b-3p				0	-0.04	N/A
GPR78	ENST00000382487.4	G protein-coupled receptor 78 	5	4	1	3	0	2	hsa-miR-1273h-5p				0	-0.72	N/A
DPM1	ENST00000371588.5	dolichyl-phosphate mannosyltransferase polypeptide 1, catalytic subunit 	1124	1	0	1	0	0	hsa-miR-6779-5p				0	-0.17	N/A
ZNF843	ENST00000315678.5	zinc finger protein 843 	5	3	2	0	1	2	hsa-miR-1273h-5p				0	-0.58	N/A
HEATR5A	ENST00000389961.3	HEAT repeat containing 5A 	367	2	1	1	0	0	hsa-miR-1273h-5p				0	-0.12	N/A
PLGLB1	ENST00000355705.3	plasminogen-like B1 	5	2	2	0	0	0	hsa-miR-1273h-5p				0	-0.64	N/A
FHL2	ENST00000409177.1	four and a half LIM domains 2 	3097	2	1	0	1	0	hsa-miR-6779-5p				0	-0.33	N/A
AVPI1	ENST00000370626.3	arginine vasopressin-induced 1 	4404	2	2	0	0	0	hsa-miR-1273h-5p				0	-0.63	N/A
PLGLB2	ENST00000359481.4	plasminogen-like B2 	5	2	2	0	0	0	hsa-miR-1273h-5p				0	-0.64	N/A
AGTRAP	ENST00000376627.2	angiotensin II receptor-associated protein 	3213	2	1	1	0	2	hsa-miR-1273h-5p				0	-0.29	N/A
CEBPA	ENST00000498907.2	CCAAT/enhancer binding protein (C/EBP), alpha 	12449	1*	0	0	0	1	hsa-miR-6779-5p				0	0	N/A
PPFIBP2	ENST00000533792.1	PTPRF interacting protein, binding protein 2 (liprin beta 2) 	90	1	0	1	0	1	hsa-miR-1273h-5p				0	-0.02	N/A
C10orf71	ENST00000323868.4	chromosome 10 open reading frame 71 	5	2	1	1	0	1	hsa-miR-1273h-5p				0	-0.58	N/A
PIGP	ENST00000360525.4	phosphatidylinositol glycan anchor biosynthesis, class P 	1621	3	1	2	0	4	hsa-miR-1273h-5p				0	-0.37	N/A
ARHGAP20	ENST00000260283.4	Rho GTPase activating protein 20 	85	1	1	0	0	0	hsa-miR-1273h-5p				0	-0.03	N/A
AC005003.1	ENST00000504184.2	CDNA FLJ20464 fis, clone KAT06158; HCG1777549; Uncharacterized protein  	5	3	1	1	1	0	hsa-miR-30b-3p				0	-0.62	N/A
ARL8B	ENST00000419534.2	ADP-ribosylation factor-like 8B 	664	3	3	0	0	0	hsa-miR-6779-5p				0	-0.41	N/A
